"","tFirst","tSecond","type"
"449",2012-01-20 22:45:00,2012-01-21 11:11:00,2
"450",2012-01-21 11:11:00,2012-01-21 22:47:00,1
"451",2012-01-21 22:47:00,2012-01-22 11:07:12,2
"452",2012-01-22 11:07:12,2012-01-22 22:34:00,1
"453",2012-01-22 22:34:00,2012-01-23 11:13:00,2
"454",2012-01-23 11:13:00,2012-01-23 22:48:00,1
"455",2012-01-23 22:48:00,2012-01-24 11:01:00,2
"456",2012-01-24 11:01:00,2012-01-24 22:44:00,1
"457",2012-01-24 22:44:00,2012-01-25 11:12:00,2
"458",2012-01-25 11:12:00,2012-01-25 22:46:00,1
"459",2012-01-25 22:46:00,2012-01-26 11:11:00,2
"460",2012-01-26 11:11:00,2012-01-26 22:44:00,1
"461",2012-01-26 22:44:00,2012-01-27 11:11:00,2
"462",2012-01-27 11:11:00,2012-01-27 22:44:00,1
"463",2012-01-27 22:44:00,2012-01-28 11:07:00,2
"464",2012-01-28 11:07:00,2012-01-28 22:44:00,1
"465",2012-01-28 22:44:00,2012-01-29 11:03:00,2
"466",2012-01-29 11:03:00,2012-01-29 22:49:12,1
"467",2012-01-29 22:49:12,2012-01-30 11:03:00,2
"468",2012-01-30 11:03:00,2012-01-30 22:40:00,1
"469",2012-01-30 22:40:00,2012-01-31 11:03:00,2
"470",2012-01-31 11:03:00,2012-01-31 22:51:12,1
"471",2012-01-31 22:51:12,2012-02-01 11:04:00,2
"472",2012-02-01 11:04:00,2012-02-01 22:51:00,1
"473",2012-02-01 22:51:00,2012-02-02 11:05:12,2
"474",2012-02-02 11:05:12,2012-02-02 22:49:00,1
"475",2012-02-02 22:49:00,2012-02-03 11:05:00,2
"476",2012-02-03 11:05:00,2012-02-03 22:45:12,1
"477",2012-02-03 22:45:12,2012-02-04 11:03:00,2
"478",2012-02-04 11:03:00,2012-02-04 22:51:00,1
"479",2012-02-04 22:51:00,2012-02-05 11:05:00,2
"480",2012-02-05 11:05:00,2012-02-05 22:47:00,1
"481",2012-02-05 22:47:00,2012-02-06 10:57:12,2
"482",2012-02-06 10:57:12,2012-02-06 22:51:00,1
"483",2012-02-06 22:51:00,2012-02-07 11:03:00,2
"484",2012-02-07 11:03:00,2012-02-07 22:48:00,1
"485",2012-02-07 22:48:00,2012-02-08 11:01:12,2
"486",2012-02-08 11:01:12,2012-02-08 22:48:00,1
"487",2012-02-08 22:48:00,2012-02-09 11:01:00,2
"488",2012-02-09 11:01:00,2012-02-09 22:49:00,1
"489",2012-02-09 22:49:00,2012-02-10 11:03:00,2
"490",2012-02-10 11:03:00,2012-02-10 22:41:00,1
"491",2012-02-10 22:41:00,2012-02-11 11:03:00,2
"492",2012-02-11 11:03:00,2012-02-11 22:35:12,1
"493",2012-02-11 22:35:12,2012-02-12 11:03:00,2
"494",2012-02-12 11:03:00,2012-02-12 22:45:12,1
"495",2012-02-12 22:45:12,2012-02-13 11:04:00,2
"496",2012-02-13 11:04:00,2012-02-13 22:47:00,1
"497",2012-02-13 22:47:00,2012-02-14 11:01:00,2
"498",2012-02-14 11:01:00,2012-02-14 22:47:12,1
"499",2012-02-14 22:47:12,2012-02-15 11:02:00,2
"500",2012-02-15 11:02:00,2012-02-15 22:51:12,1
"501",2012-02-15 22:51:12,2012-02-16 10:59:00,2
"502",2012-02-16 10:59:00,2012-02-16 22:57:12,1
"503",2012-02-16 22:57:12,2012-02-17 10:57:00,2
"504",2012-02-17 10:57:00,2012-02-17 22:58:00,1
"505",2012-02-17 22:58:00,2012-02-18 10:55:00,2
"506",2012-02-18 10:55:00,2012-02-18 22:55:12,1
"507",2012-02-18 22:55:12,2012-02-19 11:00:00,2
"508",2012-02-19 11:00:00,2012-02-19 22:49:12,1
"509",2012-02-19 22:49:12,2012-02-20 10:57:12,2
"510",2012-02-20 10:57:12,2012-02-20 22:56:00,1
"511",2012-02-20 22:56:00,2012-02-21 10:53:00,2
"512",2012-02-21 10:53:00,2012-02-21 22:55:12,1
"513",2012-02-21 22:55:12,2012-02-22 10:52:00,2
"514",2012-02-22 10:52:00,2012-02-22 22:52:00,1
"515",2012-02-22 22:52:00,2012-02-23 10:53:00,2
"516",2012-02-23 10:53:00,2012-02-23 23:00:00,1
"517",2012-02-23 23:00:00,2012-02-24 10:52:00,2
"518",2012-02-24 10:52:00,2012-02-24 22:58:00,1
"519",2012-02-24 22:58:00,2012-02-25 10:51:00,2
"520",2012-02-25 10:51:00,2012-02-25 23:01:00,1
"521",2012-02-25 23:01:00,2012-02-26 10:49:12,2
"522",2012-02-26 10:49:12,2012-02-26 22:53:12,1
"523",2012-02-26 22:53:12,2012-02-27 10:50:00,2
"524",2012-02-27 10:50:00,2012-02-27 22:56:00,1
"525",2012-02-27 22:56:00,2012-02-28 10:51:00,2
"526",2012-02-28 10:51:00,2012-02-28 23:04:00,1
"527",2012-02-28 23:04:00,2012-02-29 10:49:00,2
"528",2012-02-29 10:49:00,2012-02-29 22:58:00,1
"529",2012-02-29 22:58:00,2012-03-01 10:47:12,2
"530",2012-03-01 10:47:12,2012-03-01 23:00:00,1
"531",2012-03-01 23:00:00,2012-03-02 10:49:00,2
"532",2012-03-02 10:49:00,2012-03-02 23:03:00,1
"533",2012-03-02 23:03:00,2012-03-03 10:47:12,2
"534",2012-03-03 10:47:12,2012-03-03 23:05:12,1
"535",2012-03-03 23:05:12,2012-03-04 10:45:00,2
"536",2012-03-04 10:45:00,2012-03-04 23:00:00,1
"537",2012-03-04 23:00:00,2012-03-05 10:46:00,2
"538",2012-03-05 10:46:00,2012-03-05 23:02:00,1
"539",2012-03-05 23:02:00,2012-03-06 10:45:00,2
"540",2012-03-06 10:45:00,2012-03-06 23:05:00,1
"541",2012-03-06 23:05:00,2012-03-07 10:45:12,2
"542",2012-03-07 10:45:12,2012-03-07 23:05:00,1
"543",2012-03-07 23:05:00,2012-03-08 10:41:00,2
"544",2012-03-08 10:41:00,2012-03-08 23:00:00,1
"545",2012-03-08 23:00:00,2012-03-09 10:43:00,2
"546",2012-03-09 10:43:00,2012-03-09 23:03:00,1
"547",2012-03-09 23:03:00,2012-03-10 10:43:00,2
"548",2012-03-10 10:43:00,2012-03-10 22:54:00,1
"549",2012-03-10 22:54:00,2012-03-11 10:42:00,2
"550",2012-03-11 10:42:00,2012-03-11 22:57:12,1
"551",2012-03-11 22:57:12,2012-03-12 10:39:00,2
"552",2012-03-12 10:39:00,2012-03-12 23:03:00,1
"553",2012-03-12 23:03:00,2012-03-13 10:39:12,2
"554",2012-03-13 10:39:12,2012-03-13 23:06:00,1
"555",2012-03-13 23:06:00,2012-03-14 10:39:00,2
"556",2012-03-14 10:39:00,2012-03-14 23:00:00,1
"557",2012-03-14 23:00:00,2012-03-15 10:39:12,2
"558",2012-03-15 10:39:12,2012-03-15 23:07:12,1
"559",2012-03-15 23:07:12,2012-03-16 10:36:00,2
"560",2012-03-16 10:36:00,2012-03-16 23:03:00,1
"561",2012-03-16 23:03:00,2012-03-17 10:39:12,2
"562",2012-03-17 10:39:12,2012-03-17 22:58:00,1
"563",2012-03-17 22:58:00,2012-03-18 10:35:00,2
"564",2012-03-18 10:35:00,2012-03-18 23:08:00,1
"565",2012-03-18 23:08:00,2012-03-19 10:34:00,2
"566",2012-03-19 10:34:00,2012-03-19 23:09:00,1
"567",2012-03-19 23:09:00,2012-03-20 10:33:12,2
"568",2012-03-20 10:33:12,2012-03-20 23:07:00,1
"569",2012-03-20 23:07:00,2012-03-21 10:31:00,2
"570",2012-03-21 10:31:00,2012-03-21 23:05:00,1
"571",2012-03-21 23:05:00,2012-03-22 10:32:00,2
"572",2012-03-22 10:32:00,2012-03-22 23:09:00,1
"573",2012-03-22 23:09:00,2012-03-23 10:29:00,2
"574",2012-03-23 10:29:00,2012-03-23 23:02:00,1
"575",2012-03-23 23:02:00,2012-03-24 10:31:00,2
"576",2012-03-24 10:31:00,2012-03-24 23:00:00,1
"577",2012-03-24 23:00:00,2012-03-25 10:33:00,2
"578",2012-03-25 10:33:00,2012-03-25 23:08:00,1
"579",2012-03-25 23:08:00,2012-03-26 10:27:00,2
"580",2012-03-26 10:27:00,2012-03-26 23:07:00,1
"581",2012-03-26 23:07:00,2012-03-27 10:30:00,2
"582",2012-03-27 10:30:00,2012-03-27 23:11:00,1
"583",2012-03-27 23:11:00,2012-03-28 10:29:00,2
"584",2012-03-28 10:29:00,2012-03-28 23:04:00,1
"585",2012-03-28 23:04:00,2012-03-29 10:27:00,2
"586",2012-03-29 10:27:00,2012-03-29 23:00:00,1
"587",2012-03-29 23:00:00,2012-03-30 10:25:00,2
"588",2012-03-30 10:25:00,2012-03-30 23:03:12,1
"589",2012-03-30 23:03:12,2012-03-31 10:26:00,2
"590",2012-03-31 10:26:00,2012-03-31 23:05:12,1
"591",2012-03-31 23:05:12,2012-04-01 10:24:00,2
"592",2012-04-01 10:24:00,2012-04-01 23:05:00,1
"593",2012-04-01 23:05:00,2012-04-02 10:24:00,2
"594",2012-04-02 10:24:00,2012-04-02 23:09:12,1
"595",2012-04-02 23:09:12,2012-04-03 10:24:00,2
"596",2012-04-03 10:24:00,2012-04-03 23:01:00,1
"597",2012-04-03 23:01:00,2012-04-04 10:27:00,2
"598",2012-04-04 10:27:00,2012-04-04 22:58:00,1
"599",2012-04-04 22:58:00,2012-04-05 10:26:00,2
"600",2012-04-05 10:26:00,2012-04-05 23:08:00,1
"601",2012-04-05 23:08:00,2012-04-06 10:26:00,2
"602",2012-04-06 10:26:00,2012-04-06 23:07:00,1
"603",2012-04-06 23:07:00,2012-04-07 10:25:12,2
"604",2012-04-07 10:25:12,2012-04-07 23:06:00,1
"605",2012-04-07 23:06:00,2012-04-08 10:23:00,2
"606",2012-04-08 10:23:00,2012-04-08 23:07:12,1
"607",2012-04-08 23:07:12,2012-04-09 10:19:12,2
"608",2012-04-09 10:19:12,2012-04-09 23:09:12,1
"609",2012-04-09 23:09:12,2012-04-10 10:19:00,2
"610",2012-04-10 10:19:00,2012-04-10 23:09:12,1
"611",2012-04-10 23:09:12,2012-04-11 10:18:00,2
"612",2012-04-11 10:18:00,2012-04-11 23:12:00,1
"613",2012-04-11 23:12:00,2012-04-12 10:13:00,2
"614",2012-04-12 10:13:00,2012-04-12 23:09:12,1
"615",2012-04-12 23:09:12,2012-04-13 10:19:00,2
"616",2012-04-13 10:19:00,2012-04-13 22:57:00,1
"617",2012-04-13 22:57:00,2012-04-14 10:19:00,2
"618",2012-04-14 10:19:00,2012-04-14 23:11:12,1
"619",2012-04-14 23:11:12,2012-04-15 10:19:12,2
"620",2012-04-15 10:19:12,2012-04-15 23:15:00,1
"621",2012-04-15 23:15:00,2012-04-16 10:17:00,2
"622",2012-04-16 10:17:00,2012-04-16 23:14:00,1
"623",2012-04-16 23:14:00,2012-04-17 10:19:00,2
"624",2012-04-17 10:19:00,2012-04-17 23:10:00,1
"625",2012-04-17 23:10:00,2012-04-18 10:16:00,2
"626",2012-04-18 10:16:00,2012-04-18 23:04:00,1
"627",2012-04-18 23:04:00,2012-04-19 10:15:12,2
"628",2012-04-19 10:15:12,2012-04-19 23:00:00,1
"629",2012-04-19 23:00:00,2012-04-20 10:13:12,2
"630",2012-04-20 10:13:12,2012-04-20 23:16:00,1
"631",2012-04-20 23:16:00,2012-04-21 10:15:00,2
"632",2012-04-21 10:15:00,2012-04-21 23:08:00,1
"633",2012-04-21 23:08:00,2012-04-22 10:13:00,2
"634",2012-04-22 10:13:00,2012-04-22 23:11:12,1
"635",2012-04-22 23:11:12,2012-04-23 10:13:00,2
"636",2012-04-23 10:13:00,2012-04-23 23:00:00,1
"637",2012-04-23 23:00:00,2012-04-24 10:13:00,2
"638",2012-04-24 10:13:00,2012-04-24 23:06:00,1
"639",2012-04-24 23:06:00,2012-04-25 10:21:00,2
"640",2012-04-25 10:21:00,2012-04-25 23:03:12,1
"641",2012-04-25 23:03:12,2012-04-26 10:08:00,2
"642",2012-04-26 10:08:00,2012-04-26 23:05:12,1
"643",2012-04-26 23:05:12,2012-04-27 10:13:00,2
"644",2012-04-27 10:13:00,2012-04-28 00:05:00,1
"645",2012-04-28 00:05:00,2012-04-28 10:43:12,2
"646",2012-04-28 10:43:12,2012-04-29 00:08:00,1
"647",2012-04-29 00:08:00,2012-04-29 10:21:00,2
"648",2012-04-29 10:21:00,2012-04-30 00:05:00,1
"649",2012-04-30 00:05:00,2012-04-30 10:13:12,2
"650",2012-04-30 10:13:12,2012-05-01 00:01:12,1
"651",2012-05-01 00:01:12,2012-05-01 10:19:00,2
"652",2012-05-01 10:19:00,2012-05-02 10:03:00,1
"653",2012-05-02 10:03:00,2012-05-03 00:10:00,1
"654",2012-05-03 00:10:00,2012-05-03 10:05:00,2
"655",2012-05-03 10:05:00,2012-05-04 00:13:00,1
"656",2012-05-04 00:13:00,2012-05-04 09:54:00,2
"657",2012-05-04 09:54:00,2012-05-05 00:05:12,1
"658",2012-05-05 00:05:12,2012-05-05 09:49:00,2
"659",2012-05-05 09:49:00,2012-05-06 00:08:00,1
"660",2012-05-06 00:08:00,2012-05-06 10:02:00,2
"661",2012-05-06 10:02:00,2012-05-06 23:58:00,1
"662",2012-05-06 23:58:00,2012-05-07 09:21:00,2
"663",2012-05-07 09:21:00,2012-05-08 00:04:00,1
"664",2012-05-08 00:04:00,2012-05-08 09:13:00,2
"665",2012-05-08 09:13:00,2012-05-08 23:57:12,1
"666",2012-05-08 23:57:12,2012-05-09 09:13:00,2
"667",2012-05-09 09:13:00,2012-05-10 00:04:00,1
"668",2012-05-10 00:04:00,2012-05-10 09:15:12,2
"669",2012-05-10 09:15:12,2012-05-11 00:19:00,1
"670",2012-05-11 00:19:00,2012-05-11 09:03:00,2
"671",2012-05-11 09:03:00,2012-05-12 00:21:00,1
"672",2012-05-12 00:21:00,2012-05-12 09:00:00,2
