band_num,band_age,Color Band,d_banded,tail,tars,mass,wing,sex,fm_site,species
123287932,HY,"w/a, w",7/11/08,,31.78,50.2,80,U,Ontario House,AMRO
123287931,AHY,"a/p, p",7/11/08,,31.5,70,118.5,F,Ontario House,AMRO
254063040,HY,"a, g/bu",7/10/08,,14.48,8.2,59.5,U,Morales,CACH
254062924,AHY,"y,bk/a",7/10/08,,20.04,10.3,49,F,Vossler,HOWR
234130136,AHY,"w, y/a",7/10/08,,20.32,18.4,63,M,Morales,SOSP
234130021,AHY,"A, O/Y",7/10/08,,24.86,18.1,55,F,Vossler,CARW
234130020,AHY,"W/BU,a",7/10/08,,28,19.9,60,M,Vossler,CARW
230156879,AHY,"bk, a/bk",7/10/08,,26.53,36.6,91,F,Morales,GRCA
127243109,AHY,"P/A,p",7/10/08,,35.94,74.6,122,F,Vossler,AMRO
123287930,AHY,"w, y/a",7/10/08,,32.59,71.3,116,F,Morales,AMRO
234130318,AHY,"a/bu, pk",7/9/08,,20.81,20.1,64,M,Stuebner,SOSP
234130018,HY,"bk/p,a",7/9/08,,24.57,18.8,63,U,Gery,SOSP
234129323,AHY,"g,p/a",7/9/08,,21.53,21.4,65,M,Pirozzi,SOSP
230155977,AHY,"o/p, a",7/9/08,,26.77,33.6,87,F,Stuebner,GRCA
230155976,AHY,"g, a/y",7/9/08,,23.95,43.6,89,F,Stuebner,NOCA
127243107,HY,"bk,p/a",7/9/08,,36.75,76.8,128,U,Gery,AMRO
123287929,HY,"bk, r/a",7/9/08,,31.56,73,125,U,Corcoran-New,AMRO
254062841,HY,"bk/y,a",7/8/08,,15.4,9.6,60,U,Stewart,CACH
254062840,AHY,"w,a/bu",7/8/08,,16.44,10.2,49,F,Stewart,HOWR
254062839,AHY,"bk/y,a",7/8/08,,16.54,10.4,50,M,Stewart,HOWR
254062838,HY,"w,w/a",7/8/08,,15.42,9.6,60,U,Stewart,CACH
254062837,HY,"o,g/a",7/8/08,,17.08,10.3,60,U,Stewart,CACH
246022760,HY,"pk/pk,a",7/8/08,,15.7,8.2,59.5,U,Burdett,CACH
246022759,HY,"a/bk,y",7/8/08,,16,9.6,60,U,Burdett,CACH
234130317,AHY,"a,pk/db",7/8/08,,22.1,21,66,M,Burdett,SOSP
234129322,AHY,"bk/bk,a",7/8/08,,21.71,20.1,68,M,Jakovac,SOSP
234129321,HY,"a,g/w",7/8/08,,21.11,19.1,61,U,Jakovac,SOSP
234129320,AHY,"o,a/r",7/8/08,,22.16,18.2,59,F,Jakovac,CARW
234129319,HY,"o,a/y",7/8/08,,21.05,20.6,63,U,Jakovac,CARW
230156638,AHY,"y/pk,a",7/8/08,,27.47,34.8,90,M,Stewart,GRCA
230156547,AHY,"bu/g,a",7/8/08,,24.03,39.6,95,M,Jakovac,NOCA
230156074,HY,"pk/a,pk",7/8/08,,31.28,33.2,86,U,Rothman,GRCA
230155973,AHY,"a/w,g",7/8/08,,27.87,37.3,90,M,Burdett,GRCA
230155972,AHY,"a,bu/o",7/8/08,,24.3,46.5,93,F,Burdett,NOCA
225180316,AHY,"w/y,a",7/8/08,,21.72,20.5,60,M,La Force,SOSP
225180314,AHY,"bk/r,a",7/8/08,,20.75,20,63.5,F,La Force,SOSP
225180313,AHY,"a,o/o",7/8/08,,21.95,22,61,M,La Force,CARW
225180312,AHY,"a,w/pk",7/8/08,,21.8,22.5,66,M,La Force,SOSP
199146200,AHY,"pk,a/pk",7/8/08,,27.58,35,85,M,La Force,GRCA
199146199,AHY,"y/a,pk",7/8/08,,26.02,35,90,M,La Force,GRCA
199146198,AHY,"pk,bk/a",7/8/08,,26.51,39.5,87,F,La Force,GRCA
199146197,AHY,"r/a,p",7/8/08,,22.33,38.5,90,F,La Force,NOCA
199146195,AHY,"pk/p,a",7/8/08,,29.11,37.5,89,M,La Force,GRCA
123287928,AHY,"A/W,P",7/8/08,,33.8,76,126,M,Kinder Farm Park,AMRO
254063039,AHY,"a, bu/bk",7/7/08,,15.67,8.9,58,F,Kaminsky,CACH
254062923,AHY,"lg/pk,a",7/7/08,,19.1,9.9,61,F,Sillett,CACH
254062922,AHY,"r/PK,a",7/7/08,,19.06,10.3,63,F,Sillett,CACH
254062921,AHY,"p/r,a",7/7/08,,20.6,10.3,50,M,Sillett,HOWR
234130015,AHY,"mg/a,o",7/7/08,,24.39,20.4,67,M,Sillett,SOSP
230156876,ASY,"bu/a, bk/w",7/7/08,,26.79,33,86,M,Kaminsky,GRCA
230156875,ASY,"bu/a, bk/p",7/7/08,,27.75,36,88,F,Kaminsky,GRCA
230156874,HY,"bu/a, bk/g",7/7/08,,27.27,36,88,U,Kaminsky,GRCA
230156873,AHY,"a, r",7/7/08,,25.51,,96,M,Kaminsky,NOCA
230156872,AHY,"bk, a/g",7/7/08,,23.31,36.7,89,M,Kaminsky,NOCA
230156871,ASY,"bu/a, bk/r",7/7/08,,27.05,34.3,90,M,Kaminsky,GRCA
230156635,AHY,"bk,bk/a",7/7/08,,25.22,47,94,M,Burrows (New),NOCA
230156634,AHY,"a,o/bu",7/7/08,,24.29,43.5,90,F,Burrows (New),NOCA
230156073,AHY,"bu/a,bk",7/7/08,,28.69,43.3,90,F,Sillett,NOCA
230156072,AHY,"mg,p/a",7/7/08,,28.78,44.4,93,M,Sillett,NOCA
123287927,AHY,"-,A",7/7/08,,32.97,,,F,Kaminsky,AMRO
199146194,AHY,"pk/a,w",7/6/08,,26.98,35.5,89,M,"Williams, R.",GRCA
199146193,AHY,"a/y,p",7/6/08,,24.98,45.5,93,M,"Williams, R.",NOCA
127242402,HY,"pk,w/a",7/6/08,,32.85,79,122,U,"Williams, R.",AMRO
127242401,AHY,"pk,a/pk",7/6/08,,31.57,76,125,M,"Williams, R.",AMRO
199146190,AHY,a/p/w,7/5/08,,24.94,42,92,M,Ward,NOCA
74229179,AHY,"pk/r,a",7/5/08,,33.39,75,126,F,Ward,AMRO
NB,AHY,"g, -",7/5/08,,33.7,84.5,127,F,Ward,AMRO
NB,AHY,"y, -",7/5/08,,30.39,66.5,117.5,F,Ward,AMRO
234129318,HY,"o/a,bk",7/3/08,,23.67,20.1,58,U,Watson,CARW
230156071,AHY,"a/y,p",7/3/08,,28.04,46.2,89,F,Conaway,NOCA
230156070,AHY,"a,w/w",7/3/08,,28.26,43.5,91,F,Conaway,NOCA
230156069,AHY,"w/y,a",7/3/08,,28.24,44.6,95,M,Conaway,NOCA
230156068,AHY,"o,a/r",7/3/08,,29.12,40.2,90,M,Conaway,NOCA
230155971,AHY,"a/bk, r",7/3/08,,27.74,40.3,92.5,M,"Clark, C.",GRCA
127243014,AHY,"p,g/a",7/3/08,,32.45,68.1,121,F,Watson,AMRO
127243013,AHY,"w,r/a",7/3/08,,31.49,68.4,129,M,Watson,AMRO
254063038,HY,"y,g/a",7/2/08,,15.47,9.6,62,U,Drake,CACH
254063037,HY,"a, bu/y",7/2/08,,15.83,9.9,63,U,Drake,CACH
254063036,HY,"g,bu/a",7/2/08,,15.4,9.9,63,U,Drake,CACH
254062919,AHY,"a/pk,o",7/2/08,,18.73,9.8,49,F,McNavage,CACH
251003828,HY,"y/a,bk",7/2/08,,16.55,10.3,53,U,Gaetano,HOWR
246022961,AHY,"pk/a,r",7/2/08,,17.36,11.5,48,F,Sturtevant,HOWR
246022960,AHY,"r/a,bu",7/2/08,,15.99,10.5,50,M,Sturtevant,HOWR
246022959,AHY,"y/p,a",7/2/08,,16.73,11.75,50.5,M,Sturtevant,HOWR
234130316,HY,"p/a, g",7/2/08,,21.32,19.9,62,U,Phelps,CARW
234130132,AHY,"y/g,a",7/2/08,,20.88,20.4,60.5,F,Drake,CARW
234130131,AHY,"y,bk/a",7/2/08,,21.67,18.5,57,F,Drake,CARW
234130014,AHY,"y/mg,a",7/2/08,,23.88,18.4,60,F,McNavage,CARW
230156866,AHY,"bk,g/a",7/2/08,,23.28,40.1,90,M,Drake,NOCA
230156633,HY,"g,a/pk",7/2/08,,29.48,34.6,86,U,Sanford,GRCA
230156549,HY,"o/a,bk/w",7/2/08,,27.23,34.8,86,U,Gaetano,GRCA
230156066,AHY,"a,w/pk",7/2/08,,32.71,37.1,89,M,McNavage,GRCA
230156065,AHY,"p,a/mg",7/2/08,,26.92,43.3,97,M,McNavage,NOCA
230155970,AHY,"w/a, p",7/2/08,,25.42,,93,M,Phelps,NOCA
230155969,AHY,"y/a, bu",7/2/08,,27.87,37.7,83,F,Phelps,GRCA
228169490,AHY,"bk/a,bk",7/2/08,,22.19,22.7,65,M,Gellner,SOSP
228169488,AHY,"a/y,p",7/2/08,,22.34,22.8,60,M,Sanford,CARW
225180309,HY,a.y/y,7/2/08,,20.84,17.5,55,U,Sturtevant,CARW
225180308,HY,"p/a,o",7/2/08,,21.72,20,58,U,Sturtevant,CARW
199146188,AHY,"bk,pk/a",7/2/08,,27.22,33.5,87,F,Sturtevant,GRCA
127243012,AHY,"y,a/p",7/2/08,,32.45,84.7,121,F,Gaetano,AMRO
74229439,HY,"pk,a/g",7/2/08,,32.67,45.4,106,U,Sanford,NOMO
74229176,AHY,"a/pk,g",7/2/08,,31.46,72,122.5,F,Sturtevant,AMRO
254063035,HY,"a/o, p",7/1/08,,16.39,10.7,63,U,"Miller, P.",CACH
249086316,AHY,"bk,a/pu",7/1/08,,16.53,10.8,51.5,M,"Woodward, Paul",HOWR
246022956,AHY,"bu/a,p",7/1/08,,,25.5,,F,Davis-Holland,HOWR
246022955,AHY,"r/y,a",7/1/08,,17.24,20.5,53.5,M,Davis-Holland,HOWR
246022758,AHY,"p/a, g",7/1/08,,16.24,10.5,51.5,M,"Woodward, Paul",HOWR
234130130,AHY,"b, a/o",7/1/08,,20.45,18.3,56,F,"Miller, P.",CARW
234130129,AHY,"a,o/pk",7/1/08,,21.88,22.3,66,M,"Miller, P.",SOSP
234130013,AHY,"bk,a/bu",7/1/08,,26.73,20,63,U,Lucas,CARW
230156864,AHY,"bk/w, a",7/1/08,,23.34,48.2,92,F,"Miller, P.",NOCA
230156863,AHY,"a/p, g",7/1/08,,22.61,21.1,61,F,"Miller, P.",CARW
230156064,AHY,"w/o,a",7/1/08,,27.3,37.8,96,M,Lucas,NOCA
230155968,HY,"g/p,a",7/1/08,,28.75,36.6,85,U,"Woodward, Paul",GRCA
230155966,HY,"o/p,a",7/1/08,,28.08,36.5,92,U,"Woodward, Paul",GRCA
230108294,AHY,"bu/y,a",7/1/08,,28.37,37.8,86,F,"Woodward, Paul",GRCA
228169487,HY,"a,y/y",7/1/08,,21.83,18.7,46,U,Land,CARW
228169486,AHY,"bu,p/a",7/1/08,,21.17,22.5,65,F,Land,SOSP
74229438,AHY,"a,r/g",7/1/08,100,,71.4,130,M,Land,AMRO
74229437,AHY,"w/a,p",7/1/08,,31.34,75.8,130,F,Land,AMRO
254062918,AHY,"g,a/bk",6/30/08,,19.63,11,51,M,Lyon,HOWR
234130012,AHY,"r/a,Y",6/30/08,,25.44,22.8,68,M,Lyon,SOSP
230156862,ASY,"bk/a,bk/y",6/30/08,,27.7,34.7,87.5,M,Unger,GRCA
230156631,AHY,"a/g,bk",6/30/08,,25.36,42.9,94,M,Morrison,NOCA
230156630,AHY,"bk/bu,a",6/30/08,,25,43.5,100,M,Morrison,NOCA
230156629,HY,"o,r/a",6/30/08,,24.26,39.1,90,U,Morrison,NOCA
230156550,HY,"a,bu/g",6/30/08,,24.36,40.2,89,U,Baines,NOCA
230156063,AHY,"p, A/w",6/30/08,,30.05,40.5,88,F,Lyon,NOCA
230156061,AHY,"p,a/pk",6/30/08,,31.66,34.2,90,M,Cyrus,GRCA
228169484,AHY,"bk/a,bu",6/30/08,,22.11,20.6,66,M,Morrison,CARW
225180306,AHY,"bu,w/a",6/30/08,,20.77,20,59,M,Koslow,CARW
225180305,HY,"bk,bk/a",6/30/08,,21.8,20,59,U,Koslow,CARW
225180304,AHY,"y/a,bk",6/30/08,,19.94,17.5,56,F,Koslow,CARW
225180303,AHY,"a,o/bu",6/30/08,,22.37,22,60,M,Koslow,CARW
199146185,HY,"bu/a,p",6/30/08,,,40.5,84,U,Koslow,NOCA
199146184,AHY,"a/g,y",6/30/08,,25.43,44,91,M,Koslow,NOCA
127243011,AHY,"bk/a,r",6/30/08,,33.55,81.2,120,F,Baines,AMRO
234129315,AHY,"o/y,a",6/29/08,,22.64,21.1,60,M,McDonough,CARW
230156553,AHY,"o/a,bk/o",6/29/08,,27.56,,90,M,McDonough,GRCA
230156552,HY,"o/a,bk/r",6/29/08,,28.06,35.5,88,U,McDonough,GRCA
230156551,AHY,"o/a,bk/p",6/29/08,,26.63,36.5,86,F,McDonough,GRCA
254063034,HY,"a/g,bu",6/28/08,,15.56,10.5,62,U,Loran,CACH
254063033,HY,"g, a/r",6/28/08,,15.45,9.4,62,U,Loran,CACH
254063032,HY,"p/bu,a",6/28/08,,16.61,11,48,U,Loran,HOWR
230156861,AHY,"-,a/y",6/28/08,,25.77,43.3,94,M,Loran,NOCA
230156860,AHY,"-,a/r",6/28/08,,24.1,43.6,97,M,Loran,NOCA
230156859,HY,"g,a",6/28/08,,26.86,35.8,85,U,Loran,GRCA
230156858,AHY,"r,a",6/28/08,,28.51,36.3,84,F,Loran,GRCA
230156857,HY,"y, a",6/28/08,,27.97,34.7,90,U,Loran,GRCA
230156856,AHY,"a,bu",6/28/08,,27.58,39.3,89,F,Loran,GRCA
230156855,AHY,"a, o",6/28/08,,27.91,37.7,94,M,Loran,GRCA
230156854,AHY,"a, g",6/28/08,,27.82,38.4,89,F,Loran,GRCA
230156853,AHY,"a, r",6/28/08,,26.5,32.4,80,M,Loran,GRCA
230156852,AHY,"a, y",6/28/08,,28.28,39.9,90,F,Loran,GRCA
230156851,AHY,"a,-",6/28/08,,27.71,36.2,86,M,Loran,GRCA
230156850,AHY,"-,A",6/28/08,,28.19,,87,M,Loran,GRCA
230156849,AHY,"bu/a, b",6/28/08,,27.17,33.9,88,F,Loran,GRCA
230156848,AHY,"bu/a, w/y",6/28/08,,27.4,35.6,89,M,Loran,GRCA
254063031,HY,"r/p, a",6/27/08,,15.94,9.9,59,U,"Jacobs, A.",CACH
254063030,HY,"o, a/w",6/27/08,,15.58,9.9,61,U,"Jacobs, A.",CACH
254063029,AHY,"a, r/bu",6/27/08,,15.44,9.3,63,F,"Jacobs, A.",CACH
230156847,HY,"bu/a, bk/y",6/27/08,,27.1,37,89,U,"Jacobs, A.",GRCA
230156846,AHY,"o,bu/a",6/27/08,,25.02,45.2,90,F,"Jacobs, A.",NOCA
230156628,AHY,"r/a,bk/bu",6/27/08,,27.85,37.7,86.5,M,Meserve,GRCA
230156627,AHY,"a,w/g",6/27/08,,25.16,46.5,94,M,Meserve,NOCA
230156554,HY,"o/a,bk/y",6/27/08,,28.45,34.3,88,U,Missiaen,GRCA
230156060,AHY,"a/pk, bu",6/27/08,,30.72,35.3,87,M,Solloway,GRCA
228169483,AHY,"bk/a,y",6/27/08,,21.55,18.4,56,F,Meserve,CARW
127243106,AHY,"p, bu/a",6/27/08,,37.78,75.9,125,F,Solloway,AMRO
123287925,HY,"a/o,bk",6/27/08,,30.43,68,123,U,"Jacobs, A.",AMRO
254062836,AHY,"bk/a,p",6/26/08,,17.43,10.6,52,M,Russell,HOWR
234130314,AHY,"r,pk/a",6/26/08,,21.11,20.1,66,M,Wilde,SOSP
234130313,AHY,"r,a/y",6/26/08,,23.1,19.6,60.5,M,Wilde,CARW
234130127,AHY,"A, Bu/Pk",6/26/08,,21.6,21.5,65,M,Wolf-Branigin,SOSP
230156844,AHY,"bu/a,bk/bu",6/26/08,,27.58,34.4,89,M,Wolf-Branigin,GRCA
230156626,AHY,"bk/pk,a",6/26/08,,28.06,34.4,86,M,Russell,GRCA
230156558,HY,"pk/a,y",6/26/08,,24.43,38.1,86,U,Thompson,NOCA
230156557,AHY,"pk/w,a",6/26/08,,25.73,45.1,96,M,Thompson,NOCA
230156556,HY,"w/o,a",6/26/08,,26.34,,89,U,Thompson,NOCA
230156555,HY,"o/a,bk/bu",6/26/08,,27.8,33.5,91,U,Thompson,GRCA
230156471,AHY,"y,r/a",6/26/08,,21.92,41,95,M,Reuter,NOCA
230155965,AHY,"a,p/r",6/26/08,,26.54,40.8,86,F,Wilde,GRCA
230155964,HY,"o/w,a",6/26/08,,28.8,39.4,87.5,U,Wilde,GRCA
230155963,AHY,"a/bu,y",6/26/08,,28.19,40.1,90,M,Wilde,GRCA
123287926,AHY,"o,o/a",6/26/08,,32.26,31.73,120,F,"Jacobs, A.",AMRO
123287924,AHY,"g/o,a",6/26/08,,30.92,77.6,126,M,Wolf-Branigin,AMRO
123287923,AHY,"o, y/a",6/26/08,,32.28,75.3,129,M,Wolf-Branigin,AMRO
74229173,HY,"a/pk,p",6/26/08,,34.35,67.75,126,U,Reuter,AMRO
251003827,HY,"g,p/a",6/25/08,,16.14,10.2,63,U,Smith,CACH
246022757,AHY,"pk/a,y",6/25/08,,14.87,8,58,U,RCP - Amazonia,CACH
246022756,HY,"a, g/y",6/25/08,,15.12,9.3,60,U,RCP - Amazonia,CACH
234130312,AHY,"r, bk/a",6/25/08,,20.63,18.3,57,F,RCP - Amazonia,CARW
234130311,AHY,"p/o, a",6/25/08,,21.58,18.1,58,M,RCP - Amazonia,CARW
230156843,HY,"a/bk,bu",6/25/08,,24.22,39.3,90,U,"Campbell, R.",NOCA
230156842,HY,"o/r,a",6/25/08,,24.94,43.6,97,M,"Campbell, R.",NOCA
230156841,HY,"g/a, g",6/25/08,,24.88,43.8,84,U,"Campbell, R.",NOCA
230156838,AHY,"o/r, A",6/25/08,,24.05,42.9,90,F,"Campbell, R.",NOCA
230156836,AHY,"a, bu",6/25/08,,27.86,42.1,94,F,"Campbell, R.",GRCA
230156624,AHY,"bu/a,r",6/25/08,,24.09,42.2,92,M,Mazur,NOCA
230156559,AHY,"pk/p,a",6/25/08,,22.24,41.3,91,M,Smith,NOCA
230155962,AHY,"a, o/g",6/25/08,,27.29,37.8,85,F,RCP - Amazonia,GRCA
230155961,HY,"y, g/a",6/25/08,,28.55,35.7,84.5,U,RCP - Amazonia,GRCA
228169482,AHY,"g/a,o",6/25/08,,21,21.9,58,M,Mazur,CARW
228169481,AHY,"a,bu/p",6/25/08,,20.53,17.3,54,F,Mazur,CARW
225180908,AHY,"r/a, p",6/25/08,,22.31,17.2,57,M,RCP - Amazonia,CARW
123287922,HY,"a, bk/p",6/25/08,,31.36,69.5,125,U,"Campbell, R.",AMRO
123287921,HY,"g/a, y",6/25/08,,30.97,80.1,127,F,"Campbell, R.",AMRO
120299048,AHY,"o/a, bk",6/25/08,,34.09,71.3,125,M,RCP - Amazonia,AMRO
254063028,AHY,"g, a/g",6/24/08,,15,9,60,M,Hutchinson,CACH
254062915,AHY,"y/y, y",6/24/08,,19.66,9.1,64,M,Trautwein,CACH
254062914,AHY,"Y/bu, a",6/24/08,,18.22,8.5,60,F,Trautwein,CACH
234130125,HY,"a,g/pk",6/24/08,,19.68,19.3,60,U,Hutchinson,SOSP
234130124,AHY,"y, r/a",6/24/08,,21.03,17.1,55,F,Hutchinson,CARW
230156835,AHY,"a, p/g",6/24/08,,23,41,92,F,Hutchinson,NOCA
230156833,AHY,"bu/a,y",6/24/08,,23.49,37.9,89,F,Hutchinson,NOCA
230156832,AHY,"a, r/pk",6/24/08,,28.57,35.3,90,M,Hutchinson,CARW
230156623,AHY,"g/a,pk",6/24/08,,26.03,35.5,90,M,Storch,GRCA
230156058,AHY,"R/a, y",6/24/08,,28.26,39.6,96,M,Trautwein,NOCA
228169480,HY,"r/p,a",6/24/08,,22.18,17.7,58,U,Storch,CARW
228169463,HY,"o/a,g",6/24/08,,21.38,20.7,60,U,Storch,CARW
127243105,AHY,"o, a/bk",6/24/08,,37.39,75,130,M,Trautwein,AMRO
74229435,AHY,"r/g,a",6/24/08,,30.25,69.9,120,M,Storch,AMRO
74229434,AHY,"a,o/p",6/24/08,,33.89,77.7,115,M,Storch,AMRO
254063027,HY,"p, a/r",6/23/08,,15.62,9.9,61,U,Eder,CACH
254062912,AHY,"a, y/g",6/23/08,,17.08,8.9,59,M,Hawn,CACH
254062911,AHY,"bk, a/y",6/23/08,,18.79,14.1,48,F,Hawn,HOWR
254062910,AHY,"a, o/g",6/23/08,,19.47,10.6,54,M,Hawn,HOWR
234130121,AHY,"o/a,pk",6/23/08,,20.62,20.7,64,M,Eder,SOSP
234129314,AHY,"a/bk,bu",6/23/08,,19.79,20.2,61,M,Brennan,CARW
230163027,AHY,"g,a/p",6/23/08,,17.33,9.7,46,F,Eder,HOWR
230156831,AHY,"o, pk/a",6/23/08,,29.22,37.4,91,M,Eder,GRCA
230156830,HY,"bu, g/a",6/23/08,,23.64,47.3,89,M,Eder,NOCA
230156829,AHY,"bk, a/bu",6/23/08,,23.6,43.4,86,F,Eder,NOCA
230156828,AHY,"a,g/pk",6/23/08,,27.27,,91,M,Eder,GRCA
230156560,U,"pk, a/p",6/23/08,,25.3,41.2,90,M,Brennan,NOCA
230156057,AHY,"r/a, bu",6/23/08,,28.44,42.8,88,F,Hawn,NOCA
230156055,HY,"a/p, y",6/23/08,,28.99,39.4,88,U,Hawn,NOCA
230156054,AHY,"a, g/o",6/23/08,,27.84,49.6,90,F,Hawn,NOCA
230155959,AHY,"r/a,o",6/23/08,,26.68,36.1,87.5,M,Padovano,GRCA
123287920,AHY,"p,a/r",6/23/08,,33,77.7,121,F,Eder,AMRO
123287919,AHY,"p,a/y",6/23/08,,31.92,90.9,125,F,Eder,AMRO
254062833,HY,"p,a/y",6/22/08,,15.14,10.4,60,U,Salo,CACH
254062832,HY,"a/bk,w",6/22/08,,15.93,9.6,62,U,Salo,CACH
254062830,AHY,"a,p/r",6/22/08,,17.12,11,49,M,Salo,HOWR
251003825,AHY,"a/p,p",6/22/08,,15.06,9,61,F,Fisher,CACH
234129313,AHY,"o/p,a",6/22/08,,22.56,21.3,65,M,Fisher,SOSP
230156622,AHY,"Y,pk/a",6/22/08,,27.8,37.9,85,F,Salo,GRCA
230156562,AHY,"pk,a/w",6/22/08,,28.16,42.2,90,F,Fisher,GRCA
230156561,AHY,"pk/a,bu",6/22/08,,25.57,,80,F,Fisher,NOCA
127243010,AHY,"bu/a,r",6/22/08,,33.29,72.6,125,F,Fisher,AMRO
251003823,AHY,"g,g/a",6/21/08,,,8.6,60,F,"Davis, K.",CACH
251003822,HY,"a,y/w",6/21/08,,15.48,9.9,63,U,"Davis, K.",CACH
251003821,U,"a,bu/o",6/21/08,,14.86,9.9,60,U,"Davis, K.",CACH
234130309,HY,"p/a,y",6/21/08,,21.03,,57,U,Solitro,CARW
234130307,AHY,"r/a,pk",6/21/08,,21.9,20,65,M,Solitro,SOSP
234129312,AHY,"a/p,bu",6/21/08,,21.88,19.8,59,M,"Davis, K.",SOSP
230156563,AHY,"pk,g/a",6/21/08,,23.27,46.4,90,F,"Davis, K.",NOCA
230155958,AHY,"db/a,g",6/21/08,,28.18,39.2,87,F,Solitro,GRCA
120299046,AHY,"a, pu/w",6/21/08,,32.02,72.8,117,F,Solitro,AMRO
254062829,AHY,"y,a/g",6/20/08,,16.55,10.4,51,M,Keyes,HOWR
246022954,HY,"A,W/G",6/20/08,,14.45,10,55,U,Beal,CACH
246022755,AHY,"g, a/bu",6/20/08,,16.42,9.1,60,U,Sullivan,CACH
246022754,HY,"a, y/bk",6/20/08,,16,10.1,59.5,U,Sullivan,CACH
246022753,AHY,"pk, a/g",6/20/08,,15.57,9.7,59.5,U,Sullivan,CACH
246022752,AHY,"o/a,y",6/20/08,,16.64,10.2,51,M,Sullivan,HOWR
246022751,AHY,"bk, a/r",6/20/08,,16.4,10.8,50,M,Sullivan,HOWR
246022750,AHY,"g/a,w",6/20/08,,15.71,10.9,50.5,F,Sullivan,HOWR
230156620,AHY,"pk/a,bu",6/20/08,,28.21,33.5,83,M,Keyes,GRCA
230156619,AHY,"a,y/pk",6/20/08,,27.54,39.8,87,F,Keyes,GRCA
230156565,AHY,"pk,o/a",6/20/08,,28.77,36.5,92,M,McKenna,GRCA
230156564,AHY,"a/pk,g",6/20/08,,27.36,37.1,90,M,McKenna,GRCA
230156053,AHY,"a, pk/bu",6/20/08,,31.41,35.1,85,F,"Jacobs, M.",GRCA
230155956,AHY,"a, r/db",6/20/08,,29.36,40.5,84,F,Sullivan,GRCA
230155955,AHY,"y/w,a",6/20/08,,24.18,42.1,90.5,M,Sullivan,NOCA
230155954,AHY,"a, r/p",6/20/08,,23.17,39.9,85,F,Sullivan,NOCA
225180302,AHY,"a,r/g",6/20/08,,20.48,17.5,56,F,Beal,CARW
199146183,AHY,"y/a,o",6/20/08,,25.01,42,90,F,Beal,NOCA
199146182,AHY,"bu,w/a",6/20/08,,24.78,39.5,90,F,Beal,NOCA
254063026,HY,"A/g, p",6/19/08,,15.19,9.6,62,U,Giese,CACH
254062909,AHY,"R/A, O",6/19/08,,19.8,9.5,52,M,Colangelo,HOWR
254062827,AHY,"a/r,bu",6/19/08,,16.56,10,50.5,M,Lieberman,HOWR
251003820,HY,"g/p,a",6/19/08,,14.82,9.7,60,U,Reikowsky,CACH
251003819,AHY,"a/p,bu",6/19/08,,14.66,9.2,60,M,Reikowsky,CACH
246022951,AHY,"p/y,a",6/19/08,,16.26,11,61,M,Schless,CACH
246022950,AHY,"g,y/a",6/19/08,,17.02,13.8,50,M,Schless,HOWR
246022949,U,"g/bu,a",6/19/08,,16.12,10.1,63,U,Schless,CACH
246022948,AHY,"r,o/a",6/19/08,,46,10.2,53,F,Schless,HOWR
246022749,AHY,"db, bk/a",6/19/08,,16.87,,60.5,U,"Williams, P.",CACH
246022748,AHY,"a, g/w",6/19/08,,17.02,11.1,49,M,"Williams, P.",HOWR
234130306,HY,"p/y, a",6/19/08,,20.64,16.1,54,U,"Williams, P.",CARW
234130009,AHY,"A, BK/R",6/19/08,,24.36,15.6,59,U,Colangelo,CARW
230156566,AHY,"pk,w/a",6/19/08,,29.77,36.6,90,M,Reikowsky,GRCA
230156052,AHY,"PK, a/p",6/19/08,,31.76,33,91,F,Colangelo,GRCA
230156051,AHY,"R/BU,A",6/19/08,,31.59,37.6,91,M,Colangelo,NOCA
230155953,AHY,"bk, a/g",6/19/08,,23.57,,91,M,"Williams, P.",NOCA
230155952,AHY,"a, y/db",6/19/08,,27.87,,87,M,"Williams, P.",GRCA
228169479,HY,"g/a,p",6/19/08,,23.14,20.2,59,U,"Lieberman
",CARW
199146180,AHY,"bk,bk/a",6/19/08,,22.82,48.2,87,F,Schless,NOCA
199146179,AHY,"a,g/r",6/19/08,,25.12,47.6,95,F,Schless,NOCA
120299044,AHY,"a, o/g",6/19/08,,32.79,,110.5,M,"Williams, P.",NOMO
254062908,AHY,"A/W, W",6/18/08,,20.58,9.6,64,F,Causey,CACH
254062826,HY,"y,a/w",6/18/08,,15.75,9.1,58,U,DeLucia-Goldstein,CACH
254062825,HY,"bu/bk,a",6/18/08,,16.45,9.9,63,U,DeLucia-Goldstein,CACH
251003818,HY,"p,a/y",6/18/08,,17.28,10.3,51,U,Gecan,HOWR
251003817,AHY,"g,a/o",6/18/08,,17.57,11.7,50,F,Gecan,HOWR
234130119,AHY,"r,a",6/18/08,,21.94,20.7,69,M,Whitehead,SOSP
234101210,AHY,"Y/A, G",6/18/08,,20.62,19.2,58,F,Whitehead,CARW
230156826,AHY,"A, Y/B",6/18/08,,24.26,47.2,89,F,Whitehead,NOCA
230156618,AHY,"g,o/a",6/18/08,,23.23,44.8,91,F,DeLucia-Goldstein,NOCA
199146178,AHY,"w,bu/a",6/18/08,,24.03,44.7,90,F,"Williams, Tina",NOCA
199146177,AHY,"r/a,bk",6/18/08,,24.02,43.1,94,M,"Williams, Tina",NOCA
