band_num,band_age,Color Band,d_banded,tail,tars,mass,wing,sex,fm_site,species
230156050,AHY,"o/BU,A",6/18/08,,28.79,38,92,F,Causey,NOCA
234130305,AHY,"p/a, r",6/17/08,,21.66,18.5,58,M,Colston,CARW
230155948,AHY,"PK,PK/A",6/16/08,,24,47.8,99,M,Pharr,NOCA
246022744,AHY,"A, R/P",6/14/08,,16.62,11.2,52,F,Tate,HOWR
234130303,AHY,"DB/A, PK",6/14/08,,21.21,20.2,67,M,Tate,SOSP
230155945,AHY,"A,R/W",6/14/08,,24.11,42.6,92.5,F,Tate,NOCA
230155933,AHY,"w/w,a",6/11/08,,27.61,43.2,89,F,Stann,GRCA
230156044,AHY,"PK, A/Y",6/10/08,,27.36,33.3,89,M,Girard,GRCA
230156611,AHY,"a,p/o",6/9/08,,24.85,42.7,49,F,"Campbell, G.",NOCA
228169468,AHY,"g,a/r",6/9/08,,21.1,17.5,58,F,"Campbell, G.",CARW
230155929,AHY,"g, g/a",6/7/08,,23.57,41.6,92,M,Balachandran,NOCA
123287912,AHY,"bk,a/bk",6/7/08,,35.83,76.6,127,M,Balachandran,AMRO
230156041,AHY,"A/Y,W",6/5/08,,25.84,42.5,98,M,Perna,NOCA
199146172,AHY,"r,a/w",6/5/08,,24.27,47.9,96,F,Hitchcock,NOCA
230156600,AHY,"a,y/pk",5/26/08,,27.91,34.5,92,M,Carl,GRCA
240000700,AHY,"a,r/p",6/7/07,,,,59,F,Thomas,CACH
123287902,U,"o/bk, a",6/7/07,,28.6,79.2,120,M,Molines,AMRO
246022824,AHY,"r,w/a",6/4/07,,16.2,11.3,57,M,Tinius,CACH
220121799,AHY,"bu/G, a",5/19/07,,23.6,44.6,92,M,Frey,NOCA
225180703,AHY,"g/o,o/a",5/25/06,90,,36,,M,Reitsma,GRCA
175109330,AHY,"a/y,y",7/20/04,,25.49,45.5,94,M,"Campbell, L.",NOCA
NB,U,"r,bk",5/6/05,,22.63,20.9,55,U,Mann,CARW
199146162,AHY,"o,a/bu",7/23/07,,24.285,36.95,92,M,Zambotti,NOCA
228169402,AHY,"a,bk/bu",6/4/07,,21.47333333,21.43333333,64.66666667,M,Baines,SOSP
240000676,AHY,"a/y,y",5/16/07,,16.82666667,10.83333333,50.66666667,M,Eder,HOWR
235007610,AHY,"A,BK/G",7/1/04,,15.24,8.533333333,61,M,Schless,CACH
234130326,AHY,"a/w, pk",7/21/08,,21.62,21.45,65.5,M,Naylor-New,SOSP
234129331,HY,"a,y/bk",7/21/08,,22.875,20.65,61,U,Assmann,CARW
225180318,AHY,"pk,a/p",7/18/08,,20.65,20.3,68,M,Kestnbaum-Cook,SOSP
230156539,HY,"w/a,bk/p",7/13/08,,28.035,33.85,89.5,U,Buising,GRCA
234130319,AHY,"a/p, pk",7/11/08,,22.825,20.8,66.5,M,Brown-Annapolis,SOSP
225180317,AHY,"a/r,r",7/8/08,,20.625,20.35,67,M,La Force,SOSP
234130017,AHY,"p,r/a",7/7/08,,24.07,24.15,65.5,F,Sillett,SOSP
234130016,AHY,"a/y,p",7/7/08,,24.22,19.5,66,M,Sillett,SOSP
228169489,AHY,"g/g,a",7/2/08,,22.405,20.7,65.25,M,Gellner,SOSP
254062917,AHY,"a/p,bu",6/30/08,,19.63,10.1,65,F,Lyon,CACH
234130010,AHY,"R/A, P",6/30/08,,24.325,22.55,66,M,Lyon,SOSP
234129317,AHY,"y,bk/a",6/30/08,,22.29,21.55,64.5,F,Baines,SOSP
254062916,AHY,"g, a/y",6/27/08,,19.59,11,53,M,Solloway,HOWR
234130128,AHY,"y, bk/a",6/27/08,,21.24,21.7,60,M,"Jacobs, A.",CARW
230156625,AHY,"a/bu,pk",6/26/08,,26.32,40.45,90.5,F,Russell,GRCA
120299049,AHY,"a, y/r",6/26/08,,34.055,83.9,126.5,F,Wilde,AMRO
241137293?,AHY,"g, a/w",6/24/08,,24.605,43.85,97,M,Hutchinson,NOCA
254062835,HY,"a/bu,p",6/24/08,,16.17,11.05,63,U,Storch,CACH
254062834,AHY,"a/bu,bu",6/24/08,,16.695,10.7,50.5,M,Storch,HOWR
254062831,AHY,"a,bu/bu",6/22/08,,17.17,14,49,F,Salo,HOWR
251003814,HY,"p/a,g",6/17/08,,15.88,9.05,55.5,U,Coulter,CACH
251003813,AHY,"r/a,g",6/13/08,,16.975,12.25,48.5,F,"Miller, J.",HOWR
230155939,AHY,"bu,a/pk",6/13/08,,26.355,34.8,91.5,M,Fary,GRCA
254063010,AHY,"a/y,r",6/11/08,,15.55,9.95,63.75,U,"Jacobs, S.",CACH
230155935,AHY,"g,a/bu",6/11/08,,24.79,44.7,93,M,Stann,NOCA
230156586,AHY,"PK/A, P",6/6/08,,26.895,43.9,94,M,Taylor Elementary,NOCA
246022724,AHY,"a, bk/y",6/3/08,,16.24,10.15,63.25,M,McCahill,CACH
254062806,AHY,"a/bu,p",6/2/08,,14.92,9.35,57.5,M,Barbour,CACH
234130002,U,"AL, PK/P",6/2/08,,22.82,20.3,64,M,Wiser,SOSP
254062802,AHY,"o,g/a",5/29/08,,17.415,11.55,52.25,M,Balaban,HOWR
230155912,ASY,"bk,a/p",5/27/08,,28.19,36.05,89.75,M,Subramanian,GRCA
230156013,AHY,"o/a,bk",6/26/07,,28.205,35,85.5,M,Blanchard,GRCA
228169106,AHY,"bu, A/y",6/20/07,,23.27,22.25,60.25,M,"Wright, V.",CARW
230156004,AHY,"p/a,bu",6/11/07,,24.38,36.9,91.25,F,Andes,NOCA
195141066,AHY,"a/r,bk",5/19/07,,27.8,37.3,91,M,Simons,GRCA
195141057,AHY,"a/p,g",5/2/07,,23.96,42,93,M,Schless,NOCA
243029247,AHY,"g,a/bu",7/27/05,,15.15,9.3,62,M,Burns,CACH
NB,AHY,,6/23/09,,28.48,34.1,91.5,M,Lindell,GRCA
230155383,AHY,"pk,a/w",6/12/09,,27.52,24,92,M,Donovan,GRCA
120299074,AHY,"o/o,a",5/27/09,,30.58,66,125,F,Hunter,AMRO
234130308,HY,"r/a,g",6/21/08,,20.6,,,U,Solitro,CARW
234130133,AHY,"y,w/a",7/2/08,,21.82,21.7,62,M,Drake,CARW
230156840,HY,"a, bk/o",6/25/08,,24.185,44.25,93,M,"Campbell, R.",NOCA
230156839,ASY,"a,y",6/25/08,,27.615,37,91,M,"Campbell, R.",GRCA
84176359,AHY,"pk,pk/a",5/19/09,,28.77,21,90,M,"Woodward, Paul",GRCA
189187303,AHY,"a,O/Y",7/15/04,,25.255,42.8,90.5,M,Andrews,NOCA
244114229,HY,"g,y/a",7/31/09,,21.71,18.8,60,U,Rothman,CARW
244114228,AHY,"a,w/y",7/31/09,,21.99,22.2,65,M,Rothman,SOSP
244114227,AHY,"O,A/P",7/31/09,,21.67,22.1,62,M,Rothman,SOSP
241137448,AHY,"a/y,y",7/31/09,,24.56,45.2,91,F,Rothman,NOCA
241137447,AHY,"a/r,p",7/31/09,,26.38,33.4,90,M,Rothman,GRCA
244114226,HY,"bu/bk,a",7/30/09,,21.14,17.1,56.5,U,Rohrbach,CARW
244114224,AHY,"r,y/a",7/29/09,,20.07,16.7,60,F,McNavage,SOSP
244114223,AHY,"a/o,bu",7/29/09,,20.04,20.8,64,M,McNavage,SOSP
241115050,AHY,"pk/g,a",7/29/09,,23,20,65,M,Wolf-Branigin,SOSP
244114668,AHY,"y/a,bu",7/28/09,,22.4,18.5,58.5,F,Cronan,CARW
244114667,HY,"a/bk,r",7/28/09,,21.17,16.2,59,U,Cronan,CARW
244114163,AHY,"o,a/pk",7/28/09,,21.55,21.2,67,M,Cronan,SOSP
244114162,AHY,"r/o,a",7/28/09,,21.47,20.5,63,F,Cronan,CARW
241137188,AHY,"g/a,pu",7/28/09,,28.73,37.5,95,M,Reitsma,GRCA
241137186,HY,"a/o,bu",7/28/09,,26.96,34.3,90,U,Reitsma,GRCA
129264516,HY,"bu/pk,a",7/28/09,,31.86,72.1,100,U,Reitsma,AMRO
129264351,AHY,"bk,a/w",7/28/09,,33.36,75,129,M,Cronan,AMRO
79117229,AHY,"bu,bk/a",7/28/09,,23.45,41.6,94.7,M,Cronan,NOCA
244114161,AHY,"a/p,r",7/27/09,,21.21,21.1,59.5,M,Pirozzi,CARW
244114160,AHY,"bu/r,a",7/27/09,,21.01,20.1,68.5,M,Pirozzi,SOSP
244113743,AHY,"y,a/pk",7/27/09,,22.15,19.4,62,M,La Force,SOSP
241137185,AHY,"a/p,pk",7/27/09,,21.96,38.2,90.5,M,La Force,NOCA
241137184,AHY,"bu,pk/a",7/27/09,,24.53,43.7,93,M,La Force,NOCA
241137183,AHY,"a,o/y",7/27/09,,30.42,38.2,90,M,La Force,GRCA
241137182,AHY,"a,bu/g",7/27/09,,27.04,40.5,90,F,La Force,GRCA
230156971,AHY,"w,o/a",7/27/09,,27.82,31.2,91,M,Burrows (New),GRCA
129264236,AHY,"bu/a,bk",7/27/09,,32.44,71.4,128,M,Burrows (New),AMRO
79117228,AHY,"a/y,bk",7/27/09,,27.62,34.6,91.5,M,Pirozzi,GRCA
79117227,AHY,"a,bu/r",7/27/09,,27.22,31.6,92,M,Pirozzi,GRCA
259082456,HY,"BK/A,W",7/26/09,,14.5,9,60,U,"Young, K.",CACH
259082252,HY,"a/r,bk",7/26/09,,15.17,8.6,56,U,Hess,CACH
241137181,AHY,"g/w,a",7/26/09,,24.31,44.8,91,F,Hess,NOCA
241137180,AHY,"o,a/w",7/26/09,,26.7,33.9,89,F,Hess,GRCA
241137179,AHY,"y,pk/a",7/26/09,,24.05,41.4,88.5,M,Hess,NOCA
79117225,AHY,"r,a/o",7/26/09,,23.09,48.2,91,F,"Young, K.",NOCA
79117224,AHY,"o/w,a",7/26/09,,24,42.6,95,M,"Young, K.",NOCA
259082644,AHY,"a/p,r",7/25/09,,15.69,8,58,,Cyrus,CACH
259082455,HY,"w/w,a",7/25/09,,15.64,10.7,61.5,U,Sargeant,CACH
259082454,HY,"y,r/a",7/25/09,,15.25,9.2,48,U,Sargeant,HOWR
259082453,AHY,"a/y,o",7/25/09,,16.71,10.8,51,M,Sargeant,HOWR
244115049,AHY,"g,a/y",7/25/09,,,,63,,Cyrus,CARW
244115048,U,"a/pk,pu",7/25/09,,21.83,14,63,,Cyrus,SOSP
244114159,AHY,"a/p,y",7/25/09,,22.04,21.3,65.5,F,Sargeant,SOSP
244114158,AHY,"a,g/r",7/25/09,,22.17,19.9,60,F,Sargeant,CARW
244114147,AHY,"g/a,pk",7/25/09,,21.31,19.7,62,M,Sargeant,SOSP
241137792,AHY,"a,r/pk",7/25/09,,22.06,20,67,,Cyrus,SOSP
230156970,HY,"p,G/a",7/25/09,,25.91,31.6,87,U,Patterson Park,GRCA
230156969,HY,"r/bu,a",7/25/09,,27.39,34.8,86,U,Patterson Park,GRCA
230156968,AHY,"a,p/pk",7/25/09,,23.78,41.8,89,M,Patterson Park,NOCA
230156967,AHY,"a/w,p",7/25/09,,27.23,34.9,94,M,Patterson Park,GRCA
230156966,AHY,"o,o/a",7/25/09,,27.41,35.5,90,F,Patterson Park,GRCA
230156965,AHY,"a/y,r",7/25/09,,25.72,34.6,85,F,Patterson Park,GRCA
129264350,AHY,"a,r/w",7/25/09,,31.09,76.5,122,F,Sargeant,AMRO
129264349,AHY,"a,r/w",7/25/09,,31.64,71.9,128,M,Sargeant,AMRO
129264235,AHY,"bu,a/w",7/25/09,,31.8,48,103,F,Patterson Park,NOMO
129264234,HY,"bk/o,a",7/25/09,,33.87,57,115,U,Patterson Park,NOMO
129264233,HY,"a,r/p",7/25/09,,31.66,44.8,102,U,Patterson Park,NOMO
79117223,AHY,"y,r/a",7/25/09,,27.08,37.9,86,M,Sargeant,GRCA
79117222,AHY,"pu,a/o",7/25/09,,27.67,32.9,88.5,F,Sargeant,GRCA
79117221,AHY,"a,g/bu",7/25/09,,24.61,42.7,94.5,M,Sargeant,NOCA
244114051,AHY,"a/pk,g",7/24/09,,22.37,18.9,64,M,Brown-Annapolis,SOSP
230156964,AHY,"a/bu,bu",7/24/09,,24.23,35.7,87,F,Brown-Annapolis,NOCA
259082643,AHY,"bk,a/w",7/23/09,,,,58,F,Marra-New,CARW
259082642,U,"a/w,r",7/23/09,,20.62,14,53,U,Marra-New,CARW
259082641,AHY,"a,bu/g",7/23/09,,18.8,11,51,M,Marra-New,HOWR
259082324,AHY,"a,g/o",7/23/09,,41.5,10.6,51,F,Russell,HOWR
259082323,AHY,"p/bk,a",7/23/09,,16.68,9.7,50.5,M,Russell,HOWR
244114222,HY,"bu/a,y",7/23/09,,20.42,17.2,56,U,Russell,CARW
244114221,HY,"g,w/a",7/23/09,,21.51,18.8,62,U,Russell,CARW
241137446,AHY,"g,a/p",7/23/09,,23.68,40.4,87.5,F,Russell,NOCA
241137445,AHY,"p,o/a",7/23/09,,28.44,37.5,92,M,Russell,GRCA
241137444,AHY,"a,g/g",7/23/09,,26.82,35,90,F,Russell,GRCA
129264408,AHY,"r/a,pk",7/23/09,,34.42,69.2,127,M,Russell,AMRO
120299100,AHY,"bk/g,a",7/23/09,,33.15,79,121,F,Marra-New,AMRO
244115045,AHY,"pk,a/y",7/22/09,,22.91,22,70,M,"Owen, D.",SOSP
244115043,AHY,"pk,pk/a",7/22/09,,21.94,20,62,F,"Owen, D.",SOSP
244115042,AHY,"pk/g,a",7/22/09,,21.51,16,62,M,"Owen, D.",SOSP
241137790,AHY,"g/a,bu",7/22/09,,24.43,42,89,F,"Owen, D.",NOCA
259082640,U,"a,bu/p",7/21/09,,16.24,10,60,U,Baugh,CACH
259082639,U,"r,p/a",7/21/09,,16.54,9,56,U,Baugh,CACH
259082452,AHY,"pk,a",7/21/09,,17.07,10.5,49,F,Sheehan,HOWR
259082451,HY,"w,bu/a",7/21/09,,15.03,9.4,59,U,Sheehan,CACH
259082449,AHY,"a/y,bk",7/21/09,,16.77,10.2,49,U,Sheehan,HOWR
244115041,AHY,"p/w,a",7/21/09,,22.21,20,56,M,Baugh,CARW
244114220,AHY,"a,w/o",7/21/09,,21.43,20.4,65.5,M,Fagan,SOSP
244114219,HY,"g/a,p",7/21/09,,21.93,20.1,61,U,Fagan,CARW
244114218,HY,"bu/a,w",7/21/09,,19.79,16.1,54,U,Fagan,CARW
244114157,AHY,"a,pk",7/21/09,,21.56,20.6,58,F,Sheehan,CARW
244114156,AHY,"a,r",7/21/09,,21.58,19,63.5,F,Sheehan,CARW
244114155,AHY,"a,-",7/21/09,,19.99,17.6,57,F,Sheehan,CARW
241137443,HY,"w/a,r",7/21/09,,22.84,40.6,84,U,Fagan,NOCA
241137442,HY,"a/y,g",7/21/09,,24.38,42.7,86,U,Fagan,NOCA
241137441,HY,"o/a,bk",7/21/09,,22.86,37.2,87,U,Fagan,NOCA
241137440,AHY,"a/r,g",7/21/09,,23.42,45.5,88,F,Fagan,NOCA
241137439,AHY,"r,p/a",7/21/09,,28.21,32.8,88,M,Fagan,GRCA
241137438,AHY,"bk/a,bu",7/21/09,,27.43,34.5,92,M,Fagan,GRCA
241137437,HY,"g/a,w",7/21/09,,25.98,42,91,U,Fagan,NOCA
241137436,HY,"bu/bk,A",7/21/09,,22.93,40,88.5,U,Fagan,NOCA
129264407,AHY,"a/pk,g",7/21/09,,33.33,71.2,128,M,Fagan,AMRO
129264348,AHY,"y/a,r",7/21/09,,32.51,78.7,129,M,Sheehan,AMRO
79117219,AHY,"b/a,o",7/21/09,,28.15,33.1,89,M,Sheehan,GRCA
79117218,AHY,"w/a,w",7/21/09,,26.97,37.5,94.5,F,Sheehan,GRCA
259082448,AHY,"a/y,bk",7/20/09,,17.11,,49.5,F,McComas,HOWR
259082251,HY,"g/o,a",7/20/09,,15.5,8.5,61,U,Horowitz,CACH
259082250,HY,"a,y/o",7/20/09,,15.43,9.6,60,U,Horowitz,CACH
259082249,AHY,"g,a/bk",7/20/09,,16.23,10.1,52,F,Horowitz,CACH
259082248,HY,"bu,a/w",7/20/09,,15.54,8.9,58,U,Horowitz,CACH
259082247,HY,"a/bu,y",7/20/09,,16.11,9.6,60,U,Horowitz,CACH
259082246,HY,"p/r,a",7/20/09,,15.28,9.2,61.5,U,Horowitz,CACH
244114153,AHY,"a,r/pk",7/20/09,,21.77,21.7,65.5,M,McComas,SOSP
241137435,HY,"a,g/p",7/20/09,,28.03,38.2,89,U,RCP _ Edzoocation,GRCA
241137434,HY,"a/y,p",7/20/09,,26.43,34.6,86,U,RCP _ Edzoocation,GRCA
241137433,AHY,"o,g/a",7/20/09,,28.95,39.2,86,M,RCP _ Edzoocation,GRCA
241137432,AHY,"w,a/g",7/20/09,,26.91,32.1,86,M,RCP _ Edzoocation,GRCA
241137177,AHY,"bu,p/a",7/20/09,,24.81,40.1,91.5,M,Horowitz,NOCA
230156963,AHY,"a,pk/g",7/20/09,,22.47,38.7,94,M,Wolfrum,NOCA
129264347,AHY,"bu/w,a",7/20/09,,33.37,54.8,106.5,F,McComas,NOMO
79117217,AHY,"a,w/bu",7/20/09,,26.72,35,92,M,McComas,GRCA
79117216,AHY,"bu/a,r",7/20/09,,27.77,34.9,93,M,McComas,GRCA
79117215,AHY,"bu/r,a",7/20/09,,24.44,43.6,92,F,McComas,NOCA
79117214,AHY,"bu/a,w",7/20/09,,26.21,33.3,89.5,F,McComas,GRCA
79117213,AHY,"bu/bu,a",7/20/09,,27.41,35.1,93.5,M,McComas,GRCA
79117212,AHY,"w/w,a",7/20/09,,26.29,34.6,83,M,McComas,GRCA
79117211,AHY,"g/a,y",7/20/09,,25.81,40.8,86,F,McComas,GRCA
259082245,AHY,"y/w,a",7/18/09,,16.26,10.5,60,F,Girard,CACH
259082244,AHY,"a/y,r",7/18/09,,16.18,10.5,62,M,Girard,CACH
259082243,AHY,"a/bu,r",7/18/09,,15.63,8.7,60,F,Girard,CACH
259082242,HY,"g/a,p",7/18/09,,15.78,10.2,64,U,Girard,CACH
244114152,AHY,"a/g,g",7/18/09,,22.3,21.3,70,M,"Jacobs, M.",SOSP
244113742,AHY,"r/a,bu",7/18/09,,21.7,20.8,61,M,Girard,CARW
241137176,AHY,"w/o,a",7/18/09,,27.85,35.5,90,F,Girard,GRCA
129264346,AHY,"bk/a,g",7/18/09,,33.5,73.2,128,M,"Jacobs, M.",AMRO
259082638,AHY,"bu,g/a",7/17/09,,17.11,10,49,M,Myers,HOWR
259082637,AHY,"p/w,a",7/17/09,,16.31,10,54,U,Myers,CACH
259082635,AHY,"a,o/o",7/17/09,,15.59,9,58,U,Myers,CACH
259082584,AHY,"a/o,bu",7/17/09,,16.88,10.2,50,M,Molines,HOWR
259082447,AHY,"bu,a/bk",7/17/09,,17.32,11.1,53.5,M,Thompson-Longshore,HOWR
244114151,AHY,"bu,a/y",7/17/09,,20.3,18.6,64,F,Thompson-Longshore,SOSP
244114150,AHY,"bk,a/o",7/17/09,,21.13,19.2,67,M,Thompson-Longshore,SOSP
244114050,AHY,"y/pk,a",7/17/09,,20.85,20.4,65,M,Molines,SOSP
244114049,HY,"w,a/w",7/17/09,,22.53,21.4,60,U,Molines,CARW
241137788,AHY,"w,a/p",7/17/09,,24.58,39,91,M,Myers,NOCA
241137787,AHY,"a,bu/y",7/17/09,,23,35,94,M,Myers,NOCA
241137786,AHY,"pu/a,y",7/17/09,,26.51,35,90,F,Myers,GRCA
241137785,U,"a/g,y",7/17/09,,,33,89,U,Myers,GRCA
129264515,HY,"pk,a/y",7/17/09,,33.58,75.9,121,U,Gery,AMRO
259082634,U,"g,a/o",7/16/09,,15.63,9,59,U,McKegg,CACH
259082631,AHY,"p,p/a",7/16/09,,19.22,10,51,f,McKegg,HOWR
259082241,AHY,"a/pk,o",7/16/09,,16.89,10.7,47,F,Eder,HOWR
259082240,HY,"a/bu,w",7/16/09,,16.29,9.6,61,U,Eder,CACH
259082239,AHY,"a,g/y",7/16/09,,15.98,10.5,62,M,Eder,CACH
244115040,AHY,"o,g/a",7/16/09,,21.85,18,56,f,McKegg,CARW
241137784,AHY,"y/a,bk",7/16/09,,25.39,41,88,f,McKegg,NOCA
241137783,AHY,"a/bu,p",7/16/09,,25.88,48,90,f,mckegg,NOCA
241137175,HY,"a/bu,pk",7/16/09,,24.96,41.8,89,U,Eder,NOCA
241137174,AHY,"w,a/y",7/16/09,,24.96,44.2,90.5,F,Eder,NOCA
241137173,AHY,"a,y/pk",7/16/09,,23.09,40.7,89,M,Eder,NOCA
230156960,AHY,"bu/a,g",7/16/09,,29.62,39.7,90,F,Watson,GRCA
129264232,AHY,"bu/o,a",7/16/09,,32.34,71,128,M,Watson,AMRO
259082633,AHY,"a/p,bu",7/15/09,,17.64,,47,M,Carl,HOWR
259082632,U,"y/a,g",7/15/09,,18.03,,49,U,Carl,HOWR
259082446,HY,"a,g/bk",7/15/09,,15.16,9.2,58.5,U,Waples Mill Elementary,CACH
259082445,HY,"g,o/a",7/15/09,,15.15,9.9,62,U,Waples Mill Elementary,CACH
259082444,HY,"g/a,-",7/15/09,,,9.1,57,U,Waples Mill Elementary,CACH
259082443,HY,"bu/y,a",7/15/09,,15.1,9.9,65,U,Waples Mill Elementary,CACH
259082442,HY,"a/o,bk",7/15/09,,13.53,8.9,57,U,Waples Mill Elementary,CACH
244114149,AHY,"g/a,Pk",7/15/09,,21.94,19,64.5,M,Waples Mill Elementary,SOSP
241137781,HY,"p,w/a",7/15/09,,28.18,34,87,U,Carl,GRCA
241137780,AHY,"bk/o,a",7/15/09,,28.85,38,92,M,Carl,GRCA
129264345,AHY,"g,a/bu",7/15/09,,33.96,68.7,124,M,Waples Mill Elementary,AMRO
129214344,AHY,"g/a,bk",7/15/09,,31.72,77.8,130,M,Waples Mill Elementary,AMRO
120299097,AHY,"a,pk/r",7/15/09,,34.32,86,132,M,Carl,AMRO
120299096,AHY,"-,a/y",7/15/09,,33.81,72,126,M,Carl,AMRO
79117210,HY,"y,a/w",7/15/09,,27.02,35,84,U,Waples Mill Elementary,GRCA
79117209,HY,"a,y/g",7/15/09,,26.77,34.9,87,U,Waples Mill Elementary,GRCA
259082629,AHY,"a,r/p",7/14/09,,17.86,10,48,M,Sillett,HOWR
259082238,HY,"bu/a,w",7/14/09,,15.1,8.8,57,U,Hawn,CACH
259082237,HY,"g/w,a",7/14/09,,15.79,10.7,61,U,Hawn,CACH
259082236,HY,"bk,p/a",7/14/09,,15.91,9.8,60,U,Hawn,CACH
244115038,AHY,"a,bu",7/14/09,,21.25,22,68,M,Sillett,SOSP
244114216,HY,"g,a/bk",7/14/09,,21.51,16.3,55,U,Wiebe,CARW
244114215,AHY,"a,bk/bk",7/14/09,,21.19,21.4,59,M,Wiebe,CARW
241137430,AHY,"w,a/w",7/14/09,,23.8,37.6,92,F,Wiebe,NOCA
241137428,AHY,"a/bu,pk",7/14/09,,26.44,32.4,89,F,Wiebe,GRCA
241137427,AHY,"pk,a/bk",7/14/09,,27.65,34.5,92,M,Wiebe,GRCA
241137172,AHY,"y,y/a",7/14/09,,28.03,33.1,88,M,Hawn,GRCA
241137171,HY,"p,a/bk",7/14/09,,28.12,35.7,92,M,Hawn,GRCA
241137170,HY,"bk,y/a",7/14/09,,23.06,38,83,U,Hawn,NOCA
241137168,HY,"r/o,a",7/14/09,,25.61,39.3,88,U,Hawn,NOCA
241137167,HY,"o/w,a",7/14/09,,22.29,39.3,86,U,Hawn,NOCA
241137166,HY,"p,y/a",7/14/09,,23.64,38.1,84,U,Hawn,NOCA
241115037,U,"o,a",7/14/09,,22.56,18,63,U,Sillett,SOSP
120299094,HY,"p/a,pk",7/14/09,,33.52,70,124,U,Sillett,AMRO
259082583,AHY,"r,y/a",7/13/09,,15.16,9.2,52,M,Barbour,CACH
259082441,HY,"w,a/g",7/13/09,,14.9,9.8,61.5,U,Trautwein,CACH
259082440,HY,"o/bu,a",7/13/09,,15.59,11.2,64,U,Trautwein,CACH
259082439,HY,"a/bk,o",7/13/09,,15.9,10.6,61,U,Trautwein,CACH
259082235,AHY,"p,y/a",7/13/09,,15.95,10.6,62,M,Knight,CACH
259082233,HY,"bk,a/g",7/13/09,,15.6,8.5,59,U,Knight,CACH
244114214,HY,"bk/g,a",7/13/09,,22.05,19.4,64.5,U,"Williams, Teresa",SOSP
244114213,AHY,"w/a,y",7/13/09,,22.05,21,61,M,"Williams, Teresa",CARW
244114212,HY,"a,w/bk",7/13/09,,21.78,18.4,58,U,"Williams, Teresa",CARW
244114148,AHY,"bu/a,bk",7/13/09,,21.65,20.2,62,F,Trautwein,CARW
244114047,AHY,"r/y,a",7/13/09,,22.03,19.7,57,M,Barbour,CARW
244113740,AHY,"a,w/w",7/13/09,,22.25,21.7,62,F,Knight,CARW
241137426,HY,"a/w,pk",7/13/09,,,36.6,90,U,"Williams, Teresa",GRCA
241137425,AHY,"pk,p/a",7/13/09,,28.29,33.3,88,F,"Williams, Teresa",GRCA
241137165,AHY,"g,a/r",7/13/09,,26.19,40.4,90,F,Knight,NOCA
230156959,AHY,"o,bu/a",7/13/09,,23.08,44.1,91,F,Barbour,NOCA
230156955,HY,"a,bu/w",7/13/09,,23.18,37,83,U,Barbour,NOCA
230156954,HY,"a,g/pk",7/13/09,,23.98,42.5,84,U,Barbour,NOCA
79117208,AHY,"g,g/a",7/13/09,,27.53,37.3,86,M,Trautwein,GRCA
79117207,AHY,"p,a/bk",7/13/09,,24.01,40.5,92,M,Trautwein,NOCA
NB,AHY,"-,pk",7/13/09,,,,,F,Barbour,HOWR
244113739,HY,"a/bk,p",7/12/09,,20.22,16.8,66,U,Walker,CARW
241137163,AHY,"a/r,w",7/12/09,,25.34,43.1,90,M,Walker,NOCA
241137162,AHY,"o,a/g",7/12/09,,28.93,37.3,87,M,Walker,GRCA
241137161,AHY,"r/r,a",7/12/09,,28.09,33.5,83,F,Walker,GRCA
129264514,AHY,"y,a/pk",7/12/09,,33.48,73.1,126,M,Walker,AMRO
129264513,HY,"pk,p/a",7/12/09,,33.5,67.7,120,U,Walker,AMRO
129264343,AHY,"bu/w,a",7/12/09,,31.65,45.1,110,M,Stuebner,NOMO
79117206,AHY,"A,R/bk",7/12/09,,27.73,39.4,85,F,Stuebner,GRCA
259082438,HY,"a,r/r",7/11/09,,15.7,8.8,60,U,Vossler,CACH
259082322,HY,"bk/o,a",7/11/09,,15.84,9.6,61,U,Schilling,CACH
259082321,AHY,"a/p,o",7/11/09,,17.46,10.9,50,M,Schilling,HOWR
244114211,HY,"w,p/a",7/11/09,,22.21,20.1,61,U,Schilling,CARW
241137779,AHY,"a,g/bu",7/11/09,,27.63,35,92,M,Naylor-New,GRCA
241137160,AHY,"y/o,a",7/11/09,,27.76,34.8,86,F,Kestnbaum-Cook,GRCA
241137159,AHY,"w/a,r",7/11/09,,27.76,35.6,89,F,Kestnbaum-Cook,GRCA
230156953,AHY,"a,o/pk",7/11/09,,24.46,40.9,93,M,Mullori,NOCA
129264342,AHY,"a/o,w",7/11/09,,33.94,46.6,117,M,Vossler,NOMO
259082628,HY,"a/r,bk",7/10/09,,16.99,11,49,U,Egge,HOWR
259082579,AHY,"a/w,r",7/10/09,,17.1,10.6,51.5,M,D'Alessio,HOWR
259082578,HY,"y,a/r",7/10/09,,17.13,10.3,50,U,D'Alessio,HOWR
259082577,AHY,"g/bu,a",7/10/09,,16.02,9.7,65,F,D'Alessio,CACH
244115035,AHY,"pk,a/g",7/10/09,,21.87,19,62,F,Egge,SOSP
241137400,AHY,"y,a/bk",7/10/09,,27.6,34.6,92,M,D'Alessio,GRCA
241137398,AHY,"g/bu,a",7/10/09,,27.36,36.7,92,M,D'Alessio,GRCA
241137397,AHY,"a/p,g",7/10/09,,25.36,46.4,94,F,D'Alessio,NOCA
241137396,HY,"a,-",7/10/09,,25.13,43.1,88,U,D'Alessio,NOCA
