grid_code	GSP_Deuterium	X	Y
-618900	-61.89	-79.774733	46.950318
-619700	-61.97	-79.4414	46.950318
-619500	-61.95	-79.108067	46.950318
-623800	-62.38	-78.774734	46.950318
-626700	-62.67	-78.441401	46.950318
-632700	-63.27	-78.108068	46.950318
-635900	-63.59	-77.774735	46.950318
-639600	-63.96	-77.441402	46.950318
-639300	-63.93	-77.108069	46.950318
-643200	-64.32	-76.774736	46.950318
-640400	-64.04	-76.441403	46.950318
-632100	-63.21	-76.10807	46.950318
-632100	-63.21	-75.774737	46.950318
-637400	-63.74	-75.441404	46.950318
-645400	-64.54	-75.108071	46.950318
-656700	-65.67	-74.774738	46.950318
-664300	-66.43	-74.441405	46.950318
-657800	-65.78	-74.108072	46.950318
-655600	-65.56	-73.774739	46.950318
-653399	-65.34	-73.441406	46.950318
-644300	-64.43	-73.108073	46.950318
-633300	-63.33	-72.77474	46.950318
-630100	-63.01	-72.441407	46.950318
-625900	-62.59	-72.108074	46.950318
-622100	-62.21	-71.774741	46.950318
-619000	-61.90	-71.441408	46.950318
-611300	-61.13	-71.108075	46.950318
-639200	-63.92	-70.441409	46.950318
-644900	-64.49	-70.108076	46.950318
-635800	-63.58	-69.774743	46.950318
-634200	-63.42	-69.44141	46.950318
-637900	-63.79	-69.108077	46.950318
-627600	-62.76	-68.774744	46.950318
-616100	-61.61	-68.441411	46.950318
-609800	-60.98	-68.108078	46.950318
-608400	-60.84	-67.774745	46.950318
-612600	-61.26	-67.441412	46.950318
-626500	-62.65	-67.108079	46.950318
-627800	-62.78	-66.774746	46.950318
-612300	-61.23	-66.441413	46.950318
-617600	-61.76	-66.10808	46.950318
-605300	-60.53	-65.774747	46.950318
-603100	-60.31	-65.441414	46.950318
-598600	-59.86	-65.108081	46.950318
-698399	-69.84	-95.108051	46.616985
-692500	-69.25	-94.774718	46.616985
-687100	-68.71	-94.441385	46.616985
-680199	-68.02	-94.108052	46.616985
-676800	-67.68	-93.774719	46.616985
-673500	-67.35	-93.441386	46.616985
-670400	-67.04	-93.108053	46.616985
-663200	-66.32	-92.77472	46.616985
-655300	-65.53	-92.441387	46.616985
-650400	-65.04	-92.108054	46.616985
-648800	-64.88	-91.774721	46.616985
-647699	-64.77	-91.441388	46.616985
-638700	-63.87	-91.108055	46.616985
-628100	-62.81	-90.774722	46.616985
-640700	-64.07	-90.108056	46.616985
-639400	-63.94	-89.774723	46.616985
-631300	-63.13	-89.44139	46.616985
-626100	-62.61	-89.108057	46.616985
-626700	-62.67	-88.774724	46.616985
-631000	-63.10	-88.441391	46.616985
-629900	-62.99	-88.108058	46.616985
-620700	-62.07	-87.774725	46.616985
-625700	-62.57	-86.10806	46.616985
-622900	-62.29	-85.774727	46.616985
-619200	-61.92	-85.441394	46.616985
-616400	-61.64	-85.108061	46.616985
-617600	-61.76	-84.441395	46.616985
-618300	-61.83	-84.108062	46.616985
-590500	-59.05	-83.774729	46.616985
-596900	-59.69	-83.441396	46.616985
-596500	-59.65	-83.108063	46.616985
-601100	-60.11	-82.77473	46.616985
-603600	-60.36	-82.441397	46.616985
-603300	-60.33	-82.108064	46.616985
-600600	-60.06	-81.774731	46.616985
-599100	-59.91	-81.441398	46.616985
-598800	-59.88	-81.108065	46.616985
-597900	-59.79	-80.774732	46.616985
-597000	-59.70	-80.441399	46.616985
-598900	-59.89	-80.108066	46.616985
-604400	-60.44	-79.774733	46.616985
-613900	-61.39	-79.4414	46.616985
-612200	-61.22	-79.108067	46.616985
-613800	-61.38	-78.774734	46.616985
-619600	-61.96	-78.441401	46.616985
-623800	-62.38	-78.108068	46.616985
-623500	-62.35	-77.774735	46.616985
-624700	-62.47	-77.441402	46.616985
-623700	-62.37	-77.108069	46.616985
-629200	-62.92	-76.774736	46.616985
-625300	-62.53	-76.441403	46.616985
-618900	-61.89	-76.10807	46.616985
-623900	-62.39	-75.774737	46.616985
-626400	-62.64	-75.441404	46.616985
-634200	-63.42	-75.108071	46.616985
-637600	-63.76	-74.774738	46.616985
-656100	-65.61	-74.441405	46.616985
-652200	-65.22	-74.108072	46.616985
-651800	-65.18	-73.774739	46.616985
-641600	-64.16	-73.441406	46.616985
-624100	-62.41	-73.108073	46.616985
-640700	-64.07	-72.77474	46.616985
-632400	-63.24	-72.441407	46.616985
-630800	-63.08	-72.108074	46.616985
-635000	-63.50	-71.774741	46.616985
-639600	-63.96	-71.441408	46.616985
-616800	-61.68	-71.108075	46.616985
-631300	-63.13	-70.774742	46.616985
-645899	-64.59	-70.441409	46.616985
-633500	-63.35	-70.108076	46.616985
-634500	-63.45	-69.774743	46.616985
-626900	-62.69	-69.44141	46.616985
-626700	-62.67	-69.108077	46.616985
-616000	-61.60	-68.774744	46.616985
-605300	-60.53	-68.441411	46.616985
-604600	-60.46	-68.108078	46.616985
-622100	-62.21	-67.774745	46.616985
-606700	-60.67	-67.441412	46.616985
-608600	-60.86	-67.108079	46.616985
-601500	-60.15	-66.774746	46.616985
-611500	-61.15	-66.441413	46.616985
-602900	-60.29	-66.10808	46.616985
-596300	-59.63	-65.774747	46.616985
-593100	-59.31	-65.441414	46.616985
-587200	-58.72	-65.108081	46.616985
-581200	-58.12	-64.774748	46.616985
-685000	-68.50	-95.108051	46.283652
-676600	-67.66	-94.774718	46.283652
-669700	-66.97	-94.441385	46.283652
-666600	-66.66	-94.108052	46.283652
-662800	-66.28	-93.774719	46.283652
-658000	-65.80	-93.441386	46.283652
-650899	-65.09	-93.108053	46.283652
-643900	-64.39	-92.77472	46.283652
-641000	-64.10	-92.441387	46.283652
-635800	-63.58	-92.108054	46.283652
-633300	-63.33	-91.774721	46.283652
-636600	-63.66	-91.441388	46.283652
-635800	-63.58	-91.108055	46.283652
-634100	-63.41	-90.774722	46.283652
-634400	-63.44	-90.441389	46.283652
-631400	-63.14	-90.108056	46.283652
-628500	-62.85	-89.774723	46.283652
-626300	-62.63	-89.44139	46.283652
-623100	-62.31	-89.108057	46.283652
-615800	-61.58	-88.774724	46.283652
-608500	-60.85	-88.441391	46.283652
-602600	-60.26	-88.108058	46.283652
-595000	-59.50	-87.774725	46.283652
-587300	-58.73	-87.441392	46.283652
-580200	-58.02	-87.108059	46.283652
-611400	-61.14	-86.774726	46.283652
-606500	-60.65	-86.441393	46.283652
-603100	-60.31	-86.10806	46.283652
-602600	-60.26	-85.774727	46.283652
-600900	-60.09	-85.441394	46.283652
-602600	-60.26	-85.108061	46.283652
-599900	-59.99	-84.774728	46.283652
-598000	-59.80	-84.441395	46.283652
-594600	-59.46	-83.441396	46.283652
-596500	-59.65	-83.108063	46.283652
-599900	-59.99	-82.77473	46.283652
-602000	-60.20	-82.441397	46.283652
-603400	-60.34	-82.108064	46.283652
-604500	-60.45	-81.774731	46.283652
-608900	-60.89	-81.441398	46.283652
-610100	-61.01	-81.108065	46.283652
-608800	-60.88	-80.774732	46.283652
-610400	-61.04	-80.441399	46.283652
-612100	-61.21	-80.108066	46.283652
-615600	-61.56	-79.774733	46.283652
-620900	-62.09	-79.4414	46.283652
-601200	-60.12	-79.108067	46.283652
-605600	-60.56	-78.774734	46.283652
-607900	-60.79	-78.441401	46.283652
-607100	-60.71	-78.108068	46.283652
-632700	-63.27	-77.774735	46.283652
-607800	-60.78	-77.441402	46.283652
-610900	-61.09	-77.108069	46.283652
-612100	-61.21	-76.774736	46.283652
-615200	-61.52	-76.441403	46.283652
-637100	-63.71	-76.10807	46.283652
-612600	-61.26	-75.774737	46.283652
-623100	-62.31	-75.441404	46.283652
-621000	-62.10	-75.108071	46.283652
-623000	-62.30	-74.774738	46.283652
-641300	-64.13	-74.441405	46.283652
-638800	-63.88	-74.108072	46.283652
-622500	-62.25	-73.774739	46.283652
-634700	-63.47	-73.441406	46.283652
-623300	-62.33	-73.108073	46.283652
-620200	-62.02	-72.77474	46.283652
-623700	-62.37	-72.441407	46.283652
-628500	-62.85	-72.108074	46.283652
-613000	-61.30	-71.774741	46.283652
-623600	-62.36	-71.441408	46.283652
-627400	-62.74	-71.108075	46.283652
-616200	-61.62	-70.774742	46.283652
-625800	-62.58	-70.441409	46.283652
-632900	-63.29	-70.108076	46.283652
-626400	-62.64	-69.774743	46.283652
-613200	-61.32	-69.44141	46.283652
-614300	-61.43	-69.108077	46.283652
-603100	-60.31	-68.774744	46.283652
-600400	-60.04	-68.441411	46.283652
-621200	-62.12	-68.108078	46.283652
-610000	-61.00	-67.774745	46.283652
-608700	-60.87	-67.441412	46.283652
-610300	-61.03	-67.108079	46.283652
-601800	-60.18	-66.774746	46.283652
-596600	-59.66	-66.441413	46.283652
-589000	-58.90	-66.10808	46.283652
-581600	-58.16	-65.774747	46.283652
-581500	-58.15	-65.441414	46.283652
-578900	-57.89	-65.108081	46.283652
-572100	-57.21	-64.774748	46.283652
-756700	-75.67	-100.441379	45.950319
-667900	-66.79	-95.108051	45.950319
-660700	-66.07	-94.774718	45.950319
-652800	-65.28	-94.441385	45.950319
-648200	-64.82	-94.108052	45.950319
-644200	-64.42	-93.774719	45.950319
-635200	-63.52	-93.441386	45.950319
-628100	-62.81	-93.108053	45.950319
-622300	-62.23	-92.77472	45.950319
-620300	-62.03	-92.441387	45.950319
-619100	-61.91	-92.108054	45.950319
-618100	-61.81	-91.774721	45.950319
-619900	-61.99	-91.441388	45.950319
-615600	-61.56	-91.108055	45.950319
-614900	-61.49	-90.774722	45.950319
-613000	-61.30	-90.441389	45.950319
-612300	-61.23	-90.108056	45.950319
-608000	-60.80	-89.774723	45.950319
-605300	-60.53	-89.44139	45.950319
-603300	-60.33	-89.108057	45.950319
-597300	-59.73	-88.774724	45.950319
-588700	-58.87	-88.441391	45.950319
-577000	-57.70	-88.108058	45.950319
-568600	-56.86	-87.774725	45.950319
-600700	-60.07	-87.441392	45.950319
-590900	-59.09	-87.108059	45.950319
-586600	-58.66	-86.774726	45.950319
-583800	-58.38	-86.441393	45.950319
-579900	-57.99	-84.774728	45.950319
-575600	-57.56	-83.774729	45.950319
-589700	-58.97	-81.108065	45.950319
-592700	-59.27	-80.774732	45.950319
-598500	-59.85	-80.441399	45.950319
-605000	-60.50	-80.108066	45.950319
-613700	-61.37	-79.774733	45.950319
-623800	-62.38	-79.4414	45.950319
-605600	-60.56	-79.108067	45.950319
-607800	-60.78	-78.774734	45.950319
-608700	-60.87	-78.441401	45.950319
-605300	-60.53	-78.108068	45.950319
-626100	-62.61	-77.774735	45.950319
-619200	-61.92	-77.441402	45.950319
-615300	-61.53	-77.108069	45.950319
-619600	-61.96	-76.774736	45.950319
-630000	-63.00	-76.441403	45.950319
-627400	-62.74	-76.10807	45.950319
-634500	-63.45	-75.774737	45.950319
-639600	-63.96	-75.441404	45.950319
-634800	-63.48	-75.108071	45.950319
-636100	-63.61	-74.774738	45.950319
-647000	-64.70	-74.441405	45.950319
-635700	-63.57	-74.108072	45.950319
-620700	-62.07	-73.774739	45.950319
-612600	-61.26	-73.441406	45.950319
-612400	-61.24	-73.108073	45.950319
-615200	-61.52	-72.77474	45.950319
-620800	-62.08	-72.441407	45.950319
-626400	-62.64	-72.108074	45.950319
-612300	-61.23	-71.774741	45.950319
-614100	-61.41	-71.441408	45.950319
-617900	-61.79	-71.108075	45.950319
-618300	-61.83	-70.774742	45.950319
-628100	-62.81	-70.441409	45.950319
-623500	-62.35	-70.108076	45.950319
-610400	-61.04	-69.774743	45.950319
-609000	-60.90	-69.44141	45.950319
-608500	-60.85	-69.108077	45.950319
-620400	-62.04	-68.774744	45.950319
-607300	-60.73	-68.441411	45.950319
-603400	-60.34	-68.108078	45.950319
-601600	-60.16	-67.774745	45.950319
-599700	-59.97	-67.441412	45.950319
-592100	-59.21	-67.108079	45.950319
-582500	-58.25	-66.774746	45.950319
-575500	-57.55	-66.441413	45.950319
-572200	-57.22	-66.10808	45.950319
-574500	-57.45	-65.774747	45.950319
-574800	-57.48	-65.441414	45.950319
-580400	-58.04	-65.108081	45.950319
-572100	-57.21	-64.774748	45.950319
-557100	-55.71	-64.441415	45.950319
-557200	-55.72	-64.108082	45.950319
-740500	-74.05	-100.441379	45.616986
-643300	-64.33	-94.774718	45.616986
-636200	-63.62	-94.441385	45.616986
-627300	-62.73	-94.108052	45.616986
-621400	-62.14	-93.774719	45.616986
-615600	-61.56	-93.441386	45.616986
-609500	-60.95	-93.108053	45.616986
-605300	-60.53	-92.77472	45.616986
-609700	-60.97	-92.441387	45.616986
-607600	-60.76	-92.108054	45.616986
-601100	-60.11	-91.774721	45.616986
-600600	-60.06	-91.441388	45.616986
-591900	-59.19	-91.108055	45.616986
-592900	-59.29	-90.774722	45.616986
-594200	-59.42	-90.441389	45.616986
-594100	-59.41	-90.108056	45.616986
-586300	-58.63	-89.774723	45.616986
-586600	-58.66	-89.44139	45.616986
-583300	-58.33	-89.108057	45.616986
-579000	-57.90	-88.774724	45.616986
-567100	-56.71	-88.441391	45.616986
-590500	-59.05	-88.108058	45.616986
-579800	-57.98	-87.774725	45.616986
-574100	-57.41	-87.441392	45.616986
-570000	-57.00	-84.774728	45.616986
-568600	-56.86	-84.441395	45.616986
-570500	-57.05	-82.108064	45.616986
-574200	-57.42	-81.774731	45.616986
-584900	-58.49	-80.441399	45.616986
-593900	-59.39	-80.108066	45.616986
-603300	-60.33	-79.774733	45.616986
-610400	-61.04	-79.4414	45.616986
-620900	-62.09	-79.108067	45.616986
-601200	-60.12	-78.774734	45.616986
-603100	-60.31	-78.441401	45.616986
-602200	-60.22	-78.108068	45.616986
-623900	-62.39	-77.774735	45.616986
-619100	-61.91	-77.441402	45.616986
-613400	-61.34	-77.108069	45.616986
-608500	-60.85	-76.774736	45.616986
-607400	-60.74	-76.441403	45.616986
-610200	-61.02	-76.10807	45.616986
-611300	-61.13	-75.774737	45.616986
-609100	-60.91	-75.441404	45.616986
-606300	-60.63	-75.108071	45.616986
-607600	-60.76	-74.774738	45.616986
-607600	-60.76	-74.441405	45.616986
-606600	-60.66	-74.108072	45.616986
-604700	-60.47	-73.774739	45.616986
-603600	-60.36	-73.441406	45.616986
-605000	-60.50	-73.108073	45.616986
-610700	-61.07	-72.77474	45.616986
-623500	-62.35	-72.441407	45.616986
-626500	-62.65	-72.108074	45.616986
-627600	-62.76	-71.774741	45.616986
-607700	-60.77	-71.441408	45.616986
-624100	-62.41	-71.108075	45.616986
-624500	-62.45	-70.774742	45.616986
-620800	-62.08	-70.441409	45.616986
-612700	-61.27	-70.108076	45.616986
-631200	-63.12	-69.774743	45.616986
-604700	-60.47	-69.44141	45.616986
-618100	-61.81	-69.108077	45.616986
-598600	-59.86	-68.774744	45.616986
-591300	-59.13	-68.441411	45.616986
-593300	-59.33	-68.108078	45.616986
-589700	-58.97	-67.774745	45.616986
-584200	-58.42	-67.441412	45.616986
-581100	-58.11	-67.108079	45.616986
-578800	-57.88	-66.774746	45.616986
-575100	-57.51	-66.441413	45.616986
-565600	-56.56	-66.10808	45.616986
-566800	-56.68	-65.774747	45.616986
-571200	-57.12	-65.441414	45.616986
-559300	-55.93	-65.108081	45.616986
-547000	-54.70	-64.774748	45.616986
-547900	-54.79	-64.441415	45.616986
-727500	-72.75	-100.441379	45.283653
-604000	-60.40	-93.774719	45.283653
-597000	-59.70	-93.441386	45.283653
-592600	-59.26	-93.108053	45.283653
-588400	-58.84	-92.77472	45.283653
-588500	-58.85	-92.441387	45.283653
-585300	-58.53	-92.108054	45.283653
-578800	-57.88	-91.774721	45.283653
-574200	-57.42	-91.441388	45.283653
-571000	-57.10	-91.108055	45.283653
-572100	-57.21	-90.774722	45.283653
-572900	-57.29	-90.441389	45.283653
-569900	-56.99	-90.108056	45.283653
-563100	-56.31	-89.774723	45.283653
-562400	-56.24	-89.44139	45.283653
-560300	-56.03	-89.108057	45.283653
-550100	-55.01	-88.774724	45.283653
-573600	-57.36	-88.441391	45.283653
-563100	-56.31	-88.108058	45.283653
-556100	-55.61	-87.774725	45.283653
-555200	-55.52	-85.108061	45.283653
-567100	-56.71	-84.774728	45.283653
-563100	-56.31	-84.441395	45.283653
-560900	-56.09	-84.108062	45.283653
-558300	-55.83	-83.774729	45.283653
-553900	-55.39	-83.441396	45.283653
-576700	-57.67	-80.108066	45.283653
-585400	-58.54	-79.774733	45.283653
-594300	-59.43	-79.4414	45.283653
-605100	-60.51	-79.108067	45.283653
-609400	-60.94	-78.774734	45.283653
-618200	-61.82	-78.441401	45.283653
-620300	-62.03	-78.108068	45.283653
-616800	-61.68	-77.774735	45.283653
-616900	-61.69	-77.441402	45.283653
-616300	-61.63	-77.108069	45.283653
-610100	-61.01	-76.774736	45.283653
-603500	-60.35	-76.441403	45.283653
-600700	-60.07	-76.10807	45.283653
-598000	-59.80	-75.774737	45.283653
-597700	-59.77	-75.441404	45.283653
-598200	-59.82	-75.108071	45.283653
-598300	-59.83	-74.774738	45.283653
-596500	-59.65	-74.441405	45.283653
-597400	-59.74	-74.108072	45.283653
-598600	-59.86	-73.774739	45.283653
-596400	-59.64	-73.441406	45.283653
-596200	-59.62	-73.108073	45.283653
-610400	-61.04	-72.77474	45.283653
-626300	-62.63	-72.441407	45.283653
-621600	-62.16	-72.108074	45.283653
-633000	-63.30	-71.774741	45.283653
-613900	-61.39	-71.441408	45.283653
-628900	-62.89	-71.108075	45.283653
-631200	-63.12	-70.774742	45.283653
-613300	-61.33	-70.441409	45.283653
-625500	-62.55	-70.108076	45.283653
-620800	-62.08	-69.774743	45.283653
-599200	-59.92	-69.44141	45.283653
-590500	-59.05	-69.108077	45.283653
-580900	-58.09	-68.774744	45.283653
-582100	-58.21	-68.441411	45.283653
-581800	-58.18	-68.108078	45.283653
-574700	-57.47	-67.774745	45.283653
-569000	-56.90	-67.441412	45.283653
-563700	-56.37	-67.108079	45.283653
-560800	-56.08	-66.774746	45.283653
-555800	-55.58	-66.441413	45.283653
-797900	-79.79	-100.774712	44.95032
-711900	-71.19	-100.441379	44.95032
-606500	-60.65	-94.774718	44.95032
-600900	-60.09	-94.441385	44.95032
-593800	-59.38	-94.108052	44.95032
-585600	-58.56	-93.774719	44.95032
