"","tFirst","tSecond","type"
"448",2012-03-16 11:36:00,2012-03-16 23:58:00,1
"449",2012-03-16 23:58:00,2012-03-17 11:22:00,2
"450",2012-03-17 11:22:00,2012-03-17 23:59:00,1
"451",2012-03-17 23:59:00,2012-03-18 11:24:00,2
"452",2012-03-18 11:24:00,2012-03-18 23:57:00,1
"453",2012-03-18 23:57:00,2012-03-19 11:25:00,2
"454",2012-03-19 11:25:00,2012-03-19 23:58:00,1
"455",2012-03-19 23:58:00,2012-03-20 11:23:00,2
"456",2012-03-20 11:23:00,2012-03-21 11:28:00,1
"457",2012-03-21 11:28:00,2012-03-21 23:59:00,1
"458",2012-03-21 23:59:00,2012-03-22 11:20:00,2
"459",2012-03-22 11:20:00,2012-03-22 23:57:00,1
"460",2012-03-22 23:57:00,2012-03-23 11:19:00,2
"461",2012-03-23 11:19:00,2012-03-24 11:17:00,1
"462",2012-03-24 11:17:00,2012-03-25 00:12:00,1
"463",2012-03-25 00:12:00,2012-03-25 11:10:00,2
"464",2012-03-25 11:10:00,2012-03-26 00:10:00,1
"465",2012-03-26 00:10:00,2012-03-26 11:17:00,2
"466",2012-03-26 11:17:00,2012-03-27 11:17:00,1
"467",2012-03-27 11:17:00,2012-03-28 00:09:00,1
"468",2012-03-28 00:09:00,2012-03-28 11:11:00,2
"469",2012-03-28 11:11:00,2012-03-29 00:07:00,1
"470",2012-03-29 00:07:00,2012-03-29 11:10:00,2
"471",2012-03-29 11:10:00,2012-03-30 11:11:00,1
"472",2012-03-30 11:11:00,2012-03-31 00:14:00,1
"473",2012-03-31 00:14:00,2012-03-31 11:09:00,2
"474",2012-03-31 11:09:00,2012-04-01 00:10:00,1
"475",2012-04-01 00:10:00,2012-04-01 11:09:00,2
"476",2012-04-01 11:09:00,2012-04-02 00:07:00,1
"477",2012-04-02 00:07:00,2012-04-02 11:06:00,2
"478",2012-04-02 11:06:00,2012-04-03 11:10:00,1
"479",2012-04-03 11:10:00,2012-04-04 00:16:00,1
"480",2012-04-04 00:16:00,2012-04-04 11:09:00,2
"481",2012-04-04 11:09:00,2012-04-05 00:13:00,1
"482",2012-04-05 00:13:00,2012-04-05 11:03:00,2
"483",2012-04-05 11:03:00,2012-04-06 00:14:00,1
"484",2012-04-06 00:14:00,2012-04-06 11:05:00,2
"485",2012-04-06 11:05:00,2012-04-07 00:11:00,1
"486",2012-04-07 00:11:00,2012-04-07 11:11:00,2
"487",2012-04-07 11:11:00,2012-04-08 00:26:00,1
"488",2012-04-08 00:26:00,2012-04-08 11:06:00,2
"489",2012-04-08 11:06:00,2012-04-09 01:03:00,1
"490",2012-04-09 01:03:00,2012-04-09 11:40:00,2
"491",2012-04-09 11:40:00,2012-04-10 00:44:00,1
"492",2012-04-10 00:44:00,2012-04-10 11:18:00,2
"493",2012-04-10 11:18:00,2012-04-11 00:51:00,1
"494",2012-04-11 00:51:00,2012-04-11 11:20:00,2
"495",2012-04-11 11:20:00,2012-04-12 00:54:00,1
"496",2012-04-12 00:54:00,2012-04-12 11:35:00,2
"497",2012-04-12 11:35:00,2012-04-13 01:06:00,1
"498",2012-04-13 01:06:00,2012-04-13 11:00:00,2
"499",2012-04-13 11:00:00,2012-04-14 00:43:00,1
"500",2012-04-14 00:43:00,2012-04-14 10:59:00,2
"501",2012-04-14 10:59:00,2012-04-15 00:20:00,1
"502",2012-04-15 00:20:00,2012-04-15 10:36:00,2
"503",2012-04-15 10:36:00,2012-04-16 00:50:00,1
"504",2012-04-16 00:50:00,2012-04-16 10:48:00,2
"505",2012-04-16 10:48:00,2012-04-17 00:44:00,1
"506",2012-04-17 00:44:00,2012-04-17 10:24:00,2
"507",2012-04-17 10:24:00,2012-04-18 00:54:00,1
"508",2012-04-18 00:54:00,2012-04-18 10:31:00,2
"509",2012-04-18 10:31:00,2012-04-19 00:55:00,1
"510",2012-04-19 00:55:00,2012-04-19 10:29:00,2
"511",2012-04-19 10:29:00,2012-04-20 00:49:00,1
"512",2012-04-20 00:49:00,2012-04-20 10:35:00,2
"513",2012-04-20 10:35:00,2012-04-21 00:40:00,1
"514",2012-04-21 00:40:00,2012-04-21 10:38:00,2
"515",2012-04-21 10:38:00,2012-04-22 00:53:00,1
"516",2012-04-22 00:53:00,2012-04-22 10:30:00,2
"517",2012-04-22 10:30:00,2012-04-23 00:45:00,1
"518",2012-04-23 00:45:00,2012-04-23 10:27:00,2
"519",2012-04-23 10:27:00,2012-04-24 00:57:00,1
"520",2012-04-24 00:57:00,2012-04-24 10:21:00,2
"521",2012-04-24 10:21:00,2012-04-25 00:52:00,1
"522",2012-04-25 00:52:00,2012-04-25 10:21:00,2
"523",2012-04-25 10:21:00,2012-04-26 00:42:00,1
"524",2012-04-26 00:42:00,2012-04-26 10:12:00,2
"525",2012-04-26 10:12:00,2012-04-27 00:53:00,1
"526",2012-04-27 00:53:00,2012-04-27 10:16:00,2
"527",2012-04-27 10:16:00,2012-04-28 00:54:00,1
"528",2012-04-28 00:54:00,2012-04-28 10:22:00,2
"529",2012-04-28 10:22:00,2012-04-29 00:42:00,1
"530",2012-04-29 00:42:00,2012-04-29 10:25:00,2
"531",2012-04-29 10:25:00,2012-04-30 00:59:00,1
